item_id,L1,en_target_word,en_target_pos,en_target_clue,L1_source_word,L1_context,GLMM_score,word_length,clue_blanks,clue_ratio,polysemy_all,polysemy_pos,is_homonym,homonym_pos_count,n_consonant_clusters,max_cluster_length,has_r,r_count,rhotacism_weighted,n_phonemes,silent_letters,spelling_phoneme_ratio,unfamiliar_letters,has_unfamiliar,syntactic_difficulty,cosine_dist_l1_en,cosine_sim_l1_en
11,es,knock,verb,k____,tocar,De repente oímos a alguien tocaba en la ventana.,1.310178301,5,4,0.8,11,6,1,2,2,2,0,0,0.0,3.0,2.0,1.6666666666666667,2.0,1,0.5,0.37142401933670044,0.6285759806632996
12,es,hallway,noun,h______,salón,Pablo te está esperando en el pequeño salón de casa.,-2.641865975,7,6,0.8571428571428571,1,1,0,1,1,3,0,0,0.0,5.0,2.0,1.4,1.0,1,0.2,0.30644357204437256,0.6935564279556274
13,es,displayed,adjective,d________,expuesto,El vestido de novia expuesto en el escaparate era justo el que quería.,-0.756194133,9,8,0.8888888888888888,2,0,0,1,1,3,0,0,0.0,7.0,2.0,1.2857142857142858,0.0,0,0.4,0.39265185594558716,0.6073481440544128
14,es,challenging,adjective,c__________,desafiante,La maratón es algo desafiante y sé que lograré acabarla a tiempo,0.049204583,11,10,0.9090909090909091,7,3,1,2,4,2,0,0,0.0,8.0,3.0,1.375,0.0,0,0.4,0.02399885654449463,0.9760011434555054
15,es,missionary,noun,m_________,predicador,Hace tiempo las iglesias enviaban un predicador para convertir a la población a su religión.,-2.800754376,10,9,0.9,3,2,1,2,2,2,1,1,0.7,8.0,2.0,1.25,0.0,0,0.2,0.23877686262130737,0.7612231373786926
16,es,tall,adjective,t___,alto,Mi hermano es mucho más alto que yo.,2.933357109,4,3,0.75,5,4,1,3,1,2,0,0,0.0,3.0,1.0,1.3333333333333333,0.0,0,0.4,0.2442297339439392,0.7557702660560608
17,es,fade,verb,f___,desteñirse,"Cuidado con esos colores fuertes, tienden a desteñirse al lavarlos.",-1.008161484,4,3,0.75,6,4,1,2,0,0,0,0,0.0,3.0,1.0,1.3333333333333333,0.0,0,0.5,0.2787797451019287,0.7212202548980713
18,es,street,noun,s_____,calle,Siga por esta calle y después coja la primera a la izquierda.,3.10124216,6,5,0.8333333333333334,5,5,0,1,1,3,1,1,0.7,5.0,1.0,1.2,0.0,0,0.2,0.03622233867645264,0.9637776613235474
19,es,wrist,noun,w____,muñeca,Ella se puso la pulsera en la muñeca izquierda.,0.46347056,5,4,0.8,1,1,0,1,2,2,1,1,0.7,4.0,1.0,1.25,1.0,1,0.2,0.6291990280151367,0.3708009719848633
20,es,present,adjective,p______,actual,La propuesta actual es mejor que la anterior.,0.303316021,7,6,0.8571428571428571,18,2,1,3,2,2,1,1,0.7,7.0,0.0,1.0,0.0,0,0.4,0.3829038739204407,0.6170961260795593
21,es,softball,noun,s_______,softball,Jugaba softball en la universidad y era bastante buena,1.343505823,8,7,0.875,2,2,0,1,2,3,0,0,0.0,7.0,1.0,1.1428571428571428,0.0,0,0.2,0.0,1.0
22,es,sit,verb,s__,sentarse,El anfitrión convidó a sus invitados a sentarse a la mesa.,2.764279959,3,2,0.6666666666666666,10,10,0,1,0,0,0,0,0.0,3.0,0.0,1.0,0.0,0,0.5,0.1284312605857849,0.8715687394142151
23,es,stance,noun,s_____,postura,El presidente tiene una postura clara sobre el tema.,-2.69899709,6,5,0.8333333333333334,2,2,0,1,2,2,0,0,0.0,5.0,1.0,1.2,0.0,0,0.2,0.18588519096374512,0.8141148090362549
24,es,religious,adjective,r________,religioso,"Lleva una vida religiosa, va a misa todos los días y reza mucho.",1.493624216,9,8,0.8888888888888888,5,4,1,3,0,0,1,1,0.7,7.0,2.0,1.2857142857142858,0.0,0,0.4,0.009798407554626465,0.9902015924453735
25,es,shock,verb,s____,conmocionar,La artista intentará conmocionar al público con su estilo provocativo.,-1.183915521,5,4,0.8,17,7,1,2,2,2,0,0,0.0,3.0,2.0,1.6666666666666667,1.0,1,0.5,0.3360820412635803,0.6639179587364197
26,es,attend,verb,a_____,asistir,¿Vas a asistir a la boda de Isabel?,-0.837047643,6,5,0.8333333333333334,5,5,0,1,2,2,0,0,0.0,5.0,1.0,1.2,0.0,0,0.5,0.167802095413208,0.832197904586792
27,es,panel,noun,p____,tablero,Los tableros solares que se pusieron en el techo deben ser revisados mensualmente,0.181859464,5,4,0.8,10,8,1,2,0,0,0,0,0.0,5.0,0.0,1.0,0.0,0,0.2,0.48562896251678467,0.5143710374832153
28,es,slice,noun,s____,rebanada,"¿Quieres una rabanada de pan, o dos?",0.169952677,5,4,0.8,10,6,1,2,1,2,0,0,0.0,4.0,1.0,1.25,0.0,0,0.2,0.3988250494003296,0.6011749505996704
29,es,sperm,noun,s____,espermatozoide,Para procrear es necesario un óvulo y un espermatozoide,1.002699483,5,4,0.8,1,1,0,1,2,2,1,1,0.7,4.0,1.0,1.25,0.0,0,0.2,0.09929120540618896,0.900708794593811
30,es,vietnamese,adjective,v_________,de Vietnam,Ví una película de Vietnam el otro día y me encantó.,-0.780290806,10,9,0.9,3,1,1,2,1,2,0,0,0.0,9.0,1.0,1.1111111111111112,0.0,0,0.4,0.09781932830810547,0.9021806716918945
31,es,murdering,adjective,m________,asesino,El instinito asesino de los terroristas es espantoso.,-2.058731555,9,8,0.8888888888888888,2,0,0,1,2,2,1,2,1.4,6.0,3.0,1.5,0.0,0,0.4,0.05643165111541748,0.9435683488845825
32,es,smile,noun,s____,sonrisa,La sonrisa del niño refleja su temperamento alegre.,2.264398255,5,4,0.8,3,1,1,2,1,2,0,0,0.0,4.0,1.0,1.25,0.0,0,0.2,0.04532003402709961,0.9546799659729004
33,es,blinding,adjective,b_______,cegadora,De repente se encendió una luz cegadora y no veíamos nada.,-0.501947669,8,7,0.875,4,1,1,2,3,2,0,0,0.0,7.0,1.0,1.1428571428571428,0.0,0,0.4,0.6088923215866089,0.3911076784133911
34,es,remarkable,adjective,r_________,destacable,Mi hijo tiene un talento destacable para las matemáticas.,-0.982438637,10,9,0.9,2,2,0,1,2,2,1,2,1.4,10.0,0.0,1.0,1.0,1,0.4,0.041459858417510986,0.958540141582489
35,es,chart,noun,c____,gráfico,Este gráfico muestra las temperaturas de todo el año en la zona.,-0.169835057,5,4,0.8,5,2,1,2,2,2,1,1,0.7,4.0,1.0,1.25,0.0,0,0.2,0.11404407024383545,0.8859559297561646
36,es,jumper,noun,j_____,jersey,Me voy a comprar un jersey rojo de lana.,-1.951160685,6,5,0.8333333333333334,8,8,0,1,1,2,1,1,0.7,5.0,1.0,1.2,0.0,0,0.2,0.5235756635665894,0.47642433643341064
37,es,remind,verb,r_____,recordar,Tuve que recordar a la profesora que teníamos ensayo después de clase.,-0.294589386,6,5,0.8333333333333334,2,2,0,1,1,2,1,1,0.7,6.0,0.0,1.0,0.0,0,0.5,0.19793403148651123,0.8020659685134888
38,es,nonsense,noun,n_______,tonterías,Esos rumores son tonterías y no me creo nada.,-0.21216982,8,7,0.875,3,2,1,2,2,2,0,0,0.0,7.0,1.0,1.1428571428571428,0.0,0,0.2,0.23277509212493896,0.767224907875061
39,es,stunning,adjective,s_______,impresionante,La vista desde las montañas es absolutamente impresionante.,-1.422985739,8,7,0.875,7,4,1,2,3,2,0,0,0.0,6.0,2.0,1.3333333333333333,0.0,0,0.4,0.20781636238098145,0.7921836376190186
40,es,tea,noun,t__,té,Me gusta tomarme un par de tazas de té por la mañana.,2.448579948,3,2,0.6666666666666666,5,5,0,1,0,0,0,0,0.0,2.0,1.0,1.5,0.0,0,0.2,0.14728546142578125,0.8527145385742188
41,es,housekeeping,noun,h___________,gestión del hogar,Mis problemas fueron excaerbados por mi mala gestión del hogar.,-2.33323631,12,11,0.9166666666666666,2,1,1,2,1,2,0,0,0.0,8.0,4.0,1.5,1.0,1,0.2,0.2774844765663147,0.7225155234336853
42,es,mayor,noun,m____,alcalde,El alcalde de Linares es primo de mi padre.,-0.036468134,5,4,0.8,1,1,0,1,0,0,1,1,0.7,3.0,2.0,1.6666666666666667,0.0,0,0.2,0.01575291156768799,0.984247088432312
43,es,countryside,noun,c__________,campo,Vivimos en el campo desde hace veinte años.,1.009297748,11,10,0.9090909090909091,1,1,0,1,1,5,1,1,0.7,9.0,2.0,1.2222222222222223,0.0,0,0.2,0.287453293800354,0.712546706199646
44,es,lighter,noun,l______,encendedor,¿Tienes un encendedor? Quiero fumar y no tengo fuego.,1.208429874,7,6,0.8571428571428571,29,3,1,4,1,3,1,1,0.7,4.0,3.0,1.75,0.0,0,0.2,0.5829018950462341,0.41709810495376587
45,es,drama,noun,d____,teatro,"Estudió teatro en la mejor escuela de ate dramático de la ciudad, ahora es un famoso actor a nivel mundial",0.775809908,5,4,0.8,4,4,0,1,1,2,1,1,0.7,5.0,0.0,1.0,0.0,0,0.2,0.3375701904296875,0.6624298095703125
46,es,push,verb,p___,empujar,¿Me ayudas a empujar el coche? La batería se ha agotado.,2.293065389,4,3,0.75,15,10,1,2,1,2,0,0,0.0,3.0,1.0,1.3333333333333333,0.0,0,0.5,0.48953741788864136,0.5104625821113586
47,es,unglamorous,adjective,u__________,sin glamour,La actriz uso un vestigo sin glamour para la ceremonia y fue duramente criticada.,-1.395004616,11,10,0.9090909090909091,1,1,0,1,1,3,1,1,0.7,9.0,2.0,1.2222222222222223,0.0,0,0.4,0.686656653881073,0.313343346118927
48,es,subtle,adjective,s_____,delicado,Bebí un vino con un delicado carácter a roble.,-2.385531556,6,5,0.8333333333333334,3,3,0,1,1,3,0,0,0.0,5.0,1.0,1.2,0.0,0,0.4,0.23792266845703125,0.7620773315429688
49,es,stem,noun,s___,tallo,Esta flor tiene un tallo corto.,-1.197849876,4,3,0.75,10,6,1,2,1,2,0,0,0.0,4.0,0.0,1.0,0.0,0,0.2,0.3191955089569092,0.6808044910430908
50,es,claim,verb,c____,afirmar,No voy a afirmar que es la mejor ciudad del mundo pero es muy bonita.,-1.871635119,5,4,0.8,11,5,1,2,1,2,0,0,0.0,4.0,1.0,1.25,0.0,0,0.5,0.2808570861816406,0.7191429138183594
51,es,inviting,adjective,i_______,atractiva,Fue una sugerencia muy atractiva para mí.,-3.277554881,8,7,0.875,9,1,1,2,2,2,0,0,0.0,7.0,1.0,1.1428571428571428,0.0,0,0.4,0.35186177492141724,0.6481382250785828
52,es,aboard,preposition,a_____,abordo del barco,¿Tu padre está abordo del barco ya? Entonces zarpamos.,0.864127274,6,5,0.8333333333333334,4,4,0,1,1,2,1,1,0.7,5.0,1.0,1.2,0.0,0,0.4,0.3060610294342041,0.6939389705657959
53,es,carefully,adverb,c________,cuidadosamente,Abrió la caja muy cuidadosamente y vio que contenía un jarrón muy delicado.,1.918608165,9,8,0.8888888888888888,2,2,0,1,1,3,1,1,0.7,7.0,2.0,1.2857142857142858,0.0,0,0.2,0.010403096675872803,0.9895969033241272
54,es,separate,verb,s_______,dividir,La profesora suele dividir a los alumnos en dos equipos.,-0.215249745,8,7,0.875,19,13,1,4,0,0,1,1,0.7,6.0,2.0,1.3333333333333333,0.0,0,0.5,0.3003922700881958,0.6996077299118042
55,es,hangover,noun,h_______,resaca,Tiene una resaca horrible después de beber demasiado vino en la cena de ayer.,-0.182415434,8,7,0.875,3,3,0,1,1,2,1,1,0.7,6.0,2.0,1.3333333333333333,0.0,0,0.2,0.7201338410377502,0.27986615896224976
56,es,delegate,noun,d_______,representante,El representante enviado por la compañía fue de gran ayuda.,-2.034213673,8,7,0.875,3,1,1,2,0,0,0,0,0.0,7.0,1.0,1.1428571428571428,0.0,0,0.2,0.27865850925445557,0.7213414907455444
57,es,lock,noun,l___,cerradura,La llave maestra nos abrirá la cerradura.,1.044429061,4,3,0.75,15,6,1,2,1,2,0,0,0.0,3.0,1.0,1.3333333333333333,1.0,1,0.2,0.36192959547042847,0.6380704045295715
58,es,every,misc,e____,cada,Los niños descubren algo nuevo cada día.,0.983870783,5,4,0.8,2,2,0,1,1,2,1,1,0.7,4.0,1.0,1.25,0.0,0,0.5,0.18816667795181274,0.8118333220481873
59,es,terrorist,adjective,t________,terrorista,La acción de violencia política ha cesado gracias al acuerdo.,-1.369881971,9,8,0.8888888888888888,1,0,0,1,2,2,1,2,1.4,7.0,2.0,1.2857142857142858,0.0,0,0.4,0.003920495510101318,0.9960795044898987
60,es,wonder,verb,w_____,maravillarse,No tuvieron más más remedio que maravillarse de la belleza de las estrellas.,1.523509649,6,5,0.8333333333333334,6,3,1,2,1,2,1,1,0.7,5.0,1.0,1.2,1.0,1,0.5,0.2668623924255371,0.7331376075744629
61,es,hypersensitive,adjective,h_____________,hipersensible,Es hipersensible a algunos medicamentos por eso debe ser cuidadoso con su salud,-1.153702462,14,13,0.9285714285714286,1,1,0,1,3,3,1,1,0.7,12.0,2.0,1.1666666666666667,0.0,0,0.4,0.15618419647216797,0.843815803527832
62,es,drop,verb,d___,dejar caer,Ten cuidado de no dejar caer la copa al suelo.,0.461097397,4,3,0.75,32,23,1,2,1,2,1,1,0.7,4.0,0.0,1.0,0.0,0,0.5,0.2301226258277893,0.7698773741722107
63,es,note,verb,n___,señalar,Señalar la importancia de trabajar bien en equipo es cosa de buenos jefes.,-0.381883882,4,3,0.75,13,4,1,2,0,0,0,0,0.0,3.0,1.0,1.3333333333333333,0.0,0,0.5,0.22029352188110352,0.7797064781188965
64,es,sky,noun,s__,cielo,El cielo está muy despejado hoy.,2.741506428,3,2,0.6666666666666666,2,1,1,2,1,3,0,0,0.0,3.0,0.0,1.0,1.0,1,0.2,0.3832990527153015,0.6167009472846985
65,es,sigh,noun,s___,suspiro,Soltó un suspiro y se levantó del sillón.,-0.386929922,4,3,0.75,4,2,1,2,1,2,0,0,0.0,2.0,2.0,2.0,0.0,0,0.2,0.1265631914138794,0.8734368085861206
66,es,scared,adjective,s_____,asustado,El niño estaba asustado tras escuchar los cuentos de fantasmas.,1.001782057,6,5,0.8333333333333334,4,1,1,2,1,2,1,1,0.7,5.0,1.0,1.2,0.0,0,0.4,0.31244373321533203,0.687556266784668
67,es,globally,adverb,g_______,a nivel mundial,Es una cantante muy conocida a nivel mundial.,0.393861492,8,7,0.875,1,1,0,1,2,3,0,0,0.0,7.0,1.0,1.1428571428571428,0.0,0,0.2,0.0765002965927124,0.9234997034072876
68,es,select,adjective,s_____,exclusivo,Un grupo exclusivo de estudiantes recibirá una beca.,-0.670592659,6,5,0.8333333333333334,3,2,1,2,1,2,0,0,0.0,6.0,0.0,1.0,0.0,0,0.4,0.46440303325653076,0.5355969667434692
69,es,roman,adjective,r____,romano,El emperador romano entregó a Barrabás a cambio de Jesús,2.857756826,5,4,0.8,7,4,1,2,0,0,1,1,0.7,5.0,0.0,1.0,0.0,0,0.4,0.09292972087860107,0.9070702791213989
70,es,racial,adjective,r_____,étnica,Han jurado acabar con la discriminación étnica de una vez por todas.,-1.003753842,6,5,0.8333333333333334,2,2,0,1,0,0,1,1,0.7,5.0,1.0,1.2,0.0,0,0.4,0.1734437346458435,0.8265562653541565
71,es,vibrator,noun,v_______,vibrador,Decidieron comprar un vibrador para intentar mejorar su placer sexual.,1.736286015,8,7,0.875,2,2,0,1,1,2,1,2,1.4,7.0,1.0,1.1428571428571428,0.0,0,0.2,0.18432015180587769,0.8156798481941223
72,es,clever,adjective,c_____,listo,Tu perro es muy listo.  Parece entender todo lo que le dices.,1.198323849,6,5,0.8333333333333334,3,3,0,1,1,2,1,1,0.7,5.0,1.0,1.2,0.0,0,0.4,0.299777090549469,0.700222909450531
73,es,outlook,noun,o______,perspectiva,Mi hermano tiene una perspectiva muy positiva de la vida,-2.96343379,7,6,0.8571428571428571,3,3,0,1,1,2,0,0,0.0,5.0,2.0,1.4,1.0,1,0.2,0.3920380473136902,0.6079619526863098
74,es,study,verb,s____,educarse,Mi padre siempre quiso educarse en una universidad de España.,0.470926673,5,4,0.8,16,6,1,2,2,2,0,0,0.0,5.0,0.0,1.0,0.0,0,0.5,0.2888018488883972,0.7111981511116028
75,es,continuing,adjective,c_________,persistente,Siguieron con las negociaciones a pesar del conflicto persistente.,-3.737334371,10,9,0.9,12,2,1,2,2,2,0,0,0.0,10.0,0.0,1.0,0.0,0,0.4,0.224806547164917,0.775193452835083
76,es,contract,verb,c_______,encoger,El acero suele encoger cuando se enfría.,-1.94467681,8,7,0.875,12,9,1,2,2,3,1,1,0.7,8.0,0.0,1.0,0.0,0,0.5,0.615491509437561,0.38450849056243896
77,es,suggestive,adjective,s_________,insinuante,Siempre se viste de una forma un poco insinuante.,-2.308538313,10,9,0.9,3,3,0,1,2,2,0,0,0.0,9.0,1.0,1.1111111111111112,0.0,0,0.4,0.31993526220321655,0.6800647377967834
78,es,kitchen,noun,k______,cocina,El piso tiene una cocina muy moderna.,3.401814678,7,6,0.8571428571428571,1,1,0,1,1,3,0,0,0.0,5.0,2.0,1.4,1.0,1,0.2,0.10236388444900513,0.8976361155509949
79,es,historical,adjective,h_________,histórico,Los registros históricos que se encuentran en este museo datan de la época de la conquista,1.055442546,10,9,0.9,4,4,1,2,1,2,1,1,0.7,10.0,0.0,1.0,0.0,0,0.4,0.007760286331176758,0.9922397136688232
80,es,reverse,verb,r______,invertir,El gobierno ha intentado invertir el declive económico.,-1.46747467,7,6,0.8571428571428571,14,5,1,4,1,2,1,2,1.4,5.0,2.0,1.4,0.0,0,0.5,0.6664875745773315,0.33351242542266846
81,es,manufacture,verb,m__________,fabricar,Vamos a fabricar piezas de bicicletas para una empresa grande.,0.818966439,11,10,0.9090909090909091,6,4,1,2,1,2,1,1,0.7,10.0,1.0,1.1,0.0,0,0.5,0.13576167821884155,0.8642383217811584
82,es,unfashionable,adjective,u____________,anticuada,Es una opinion anticuada pero que la tiene mucha gente.,-2.692319702,13,12,0.9230769230769231,1,1,0,1,3,2,0,0,0.0,11.0,2.0,1.1818181818181819,0.0,0,0.4,0.5415787696838379,0.4584212303161621
83,es,curtain,noun,c______,cortina,He puesto una cortina muy bonita en la ventana de la entrada.  ¿Te gusta?,0.588386368,7,6,0.8571428571428571,3,2,1,2,1,2,1,1,0.7,5.0,2.0,1.4,0.0,0,0.2,0.029857873916625977,0.970142126083374
84,es,converter,noun,c________,transformador,Espero que haya un transformador en la habitación porque aquí no nos valen los teléfonos.,-2.156203703,9,8,0.8888888888888888,1,1,0,1,2,2,1,2,1.4,7.0,2.0,1.2857142857142858,0.0,0,0.2,0.26946812868118286,0.7305318713188171
85,es,sticky,adjective,s_____,pegajoso,Tengo el pelo pegajoso de sudor.,-0.556496099,6,5,0.8333333333333334,5,5,0,1,2,3,0,0,0.0,5.0,1.0,1.2,1.0,1,0.4,0.24846118688583374,0.7515388131141663
86,es,concentrated,adjective,c___________,concentrado,El jugo concentrado de naranja es buena fuente de vitamina C.,1.366207304,12,11,0.9166666666666666,13,5,1,3,2,3,1,1,0.7,12.0,0.0,1.0,0.0,0,0.4,0.13232314586639404,0.867676854133606
87,es,cone,noun,c___,cono,¿Quieres un cono de helado de chocolate?,1.684056851,4,3,0.75,5,4,1,2,0,0,0,0,0.0,3.0,1.0,1.3333333333333333,0.0,0,0.2,0.36285585165023804,0.637144148349762
88,es,straight,adverb,s_______,directamente,Volví directamente a casa tras el trabajo.,0.073823529,8,7,0.875,21,3,1,4,2,3,1,1,0.7,5.0,3.0,1.6,0.0,0,0.2,0.2893335819244385,0.7106664180755615
89,es,broadcasting,noun,b___________,difusión,La difusión por radio siempre me ha encantado.,-0.17709205,12,11,0.9166666666666666,5,2,1,2,4,2,1,1,0.7,10.0,2.0,1.2,0.0,0,0.2,0.4845353364944458,0.5154646635055542
90,es,travel,verb,t_____,viajar,Me gusta mucho viajar a otros países.,3.694585547,6,5,0.8333333333333334,9,6,1,2,1,2,1,1,0.7,6.0,0.0,1.0,0.0,0,0.5,0.02781093120574951,0.9721890687942505
91,es,exhibition,noun,e_________,exposición,Ayer vimos una exposición muy bonita en el Museo del Prado.,-1.487966135,10,9,0.9,2,2,0,1,1,2,0,0,0.0,9.0,1.0,1.1111111111111112,0.0,0,0.2,0.07437682151794434,0.9256231784820557
92,es,injection,noun,i________,vacunación,Hay que ponerle una vacunación para que no contraiga la gripe.,-1.632178506,9,8,0.8888888888888888,3,3,0,1,2,2,0,0,0.0,8.0,1.0,1.125,0.0,0,0.2,0.5694981813430786,0.4305018186569214
93,es,daddy,noun,d____,papi,¡Hola papi!  ¿Qué tal?,2.980439241,5,4,0.8,1,1,0,1,1,3,0,0,0.0,4.0,1.0,1.25,0.0,0,0.2,0.25905102491378784,0.7409489750862122
94,es,adult,noun,a____,adulto,Esta película debe ser vista en compañía de un adulto responsable,3.341015245,5,4,0.8,4,2,1,2,1,2,0,0,0.0,5.0,0.0,1.0,0.0,0,0.2,0.013562202453613281,0.9864377975463867
95,es,turbulence,noun,t_________,agitación,Este fue un período de agitación política en el país.,-2.835345968,10,9,0.9,3,3,0,1,2,2,1,1,0.7,9.0,1.0,1.1111111111111112,0.0,0,0.2,0.5683715343475342,0.4316284656524658
96,es,authenticity,noun,a___________,veracidad,La declaración del sospechoso no tenía veracidad.,-2.244934019,12,11,0.9166666666666666,1,1,0,1,3,2,0,0,0.0,10.0,2.0,1.2,0.0,0,0.2,0.3237099051475525,0.6762900948524475
97,es,ten,number,t__,diez,Mi hijo tiene diez años.,3.871074256,3,2,0.6666666666666666,3,3,1,2,0,0,0,0,0.0,3.0,0.0,1.0,0.0,0,0.1,0.05241036415100098,0.947589635848999
98,es,barrier,noun,b______,valla,Detrás de la valla del campo de fútbol hay un jardín.,-3.545685872,7,6,0.8571428571428571,3,3,0,1,1,2,1,2,1.4,5.0,2.0,1.4,0.0,0,0.2,0.46075117588043213,0.5392488241195679
99,es,comment,noun,c______,observación,Mi profesora me hizo una breve observación sobre mi trabajo que me ayudó mucho.,-0.78002606,7,6,0.8571428571428571,6,3,1,2,2,2,0,0,0.0,6.0,1.0,1.1666666666666667,0.0,0,0.2,0.2990635633468628,0.7009364366531372
100,es,english,adjective,e______,inglés,Kitty es inglesa pero vive en Escocia.,2.743766849,7,6,0.8571428571428571,6,2,1,2,2,3,0,0,0.0,6.0,1.0,1.1666666666666667,0.0,0,0.4,0.011330246925354004,0.988669753074646
101,es,elite,noun,e____,élite,Es un miembro de la élite intelectual del país.,3.059914693,5,4,0.8,2,1,1,2,0,0,0,0,0.0,4.0,1.0,1.25,0.0,0,0.2,0.1032523512840271,0.8967476487159729
102,es,snap,verb,s___,partirse,La regla va a partirse si la sigues doblando así.,-3.245344184,4,3,0.75,26,13,1,2,1,2,0,0,0.0,4.0,0.0,1.0,0.0,0,0.5,0.5144393444061279,0.48556065559387207
103,es,life,noun,l___,vida,Tengo una vida muy tranquila aquí en el campo.,2.504632028,4,3,0.75,14,14,0,1,0,0,0,0,0.0,3.0,1.0,1.3333333333333333,0.0,0,0.2,0.027976930141448975,0.972023069858551
104,es,sure,adjective,s___,seguro,"Confío en mis hijos, estoy seguro de que ellos dicen la verdad.",1.699386047,4,3,0.75,10,9,1,3,0,0,1,1,0.7,3.0,1.0,1.3333333333333333,0.0,0,0.4,0.15505653619766235,0.8449434638023376
105,es,promise,verb,p______,comprometerse,Estoy dispuesta a prestarle dinero pero tiene que comprometerse a devolverlo.,0.048682143,7,6,0.8571428571428571,6,4,1,2,1,2,1,1,0.7,6.0,1.0,1.1666666666666667,0.0,0,0.5,0.3748249411582947,0.6251750588417053
106,es,fight,verb,f____,luchar,Está acostumbrado a luchar por lo que quiere.,1.929429671,5,4,0.8,9,4,1,2,1,3,0,0,0.0,3.0,2.0,1.6666666666666667,0.0,0,0.5,0.02364283800125122,0.9763571619987488
107,es,doubt,noun,d____,duda,No tengo ninguna duda al respecto.,1.612115764,5,4,0.8,4,2,1,2,1,2,0,0,0.0,3.0,2.0,1.6666666666666667,0.0,0,0.2,0.057337045669555664,0.9426629543304443
108,es,vivid,adjective,v____,vivo,"Al atardecer, el cielo se tiñó de un naranja vivo.",-0.603431947,5,4,0.8,4,4,0,1,0,0,0,0,0.0,5.0,0.0,1.0,0.0,0,0.4,0.2765750288963318,0.7234249711036682
109,es,spectacular,adjective,s__________,impresionante,El futbolista metió un gol absolutamente impresionante.,-2.073331976,11,10,0.9090909090909091,4,3,1,2,2,2,1,1,0.7,11.0,0.0,1.0,0.0,0,0.4,0.09060072898864746,0.9093992710113525
110,es,overlook,verb,o_______,pasar por alto,Debemos tener cuidado de no pasar por alto ningún detalle.,-2.148353952,8,7,0.875,6,5,1,2,1,2,1,1,0.7,6.0,2.0,1.3333333333333333,1.0,1,0.5,0.5330678224563599,0.46693217754364014
111,es,graduate,verb,g_______,licenciarse,Va a licenciarse en historia el año que viene y después se especializará en arqueología.,1.4788916,8,7,0.875,6,3,1,3,1,2,1,1,0.7,8.0,0.0,1.0,0.0,0,0.5,0.1297234296798706,0.8702765703201294
