item_id,L1,en_target_word,en_target_pos,en_target_clue,L1_source_word,L1_context,GLMM_score,word_length,clue_blanks,clue_ratio,polysemy_all,polysemy_pos,is_homonym,homonym_pos_count,n_consonant_clusters,max_cluster_length,has_r,r_count,rhotacism_weighted,n_phonemes,silent_letters,spelling_phoneme_ratio,unfamiliar_letters,has_unfamiliar,syntactic_difficulty,cosine_dist_l1_en,word_frequency,levenshtein_dist,morphological_complexity,difficult_phonemes,difficult_phoneme_ratio,difficult_graphemes,final_cluster_size
22,cn,sit,verb,s__,坐，坐下,“请坐下”，他说。,2.811010039,3,2,0.6666666666666666,10,10,0,1,0,0,0,0,0.0,3.0,0.0,1.0,2.83,1,0.7,0.13792043924331665,2.2695129442179165,1.0,1,1.0,0.3333333333333333,0,1
23,cn,stance,noun,s_____,立场，态度,她坚定地陈述了继续接收移民的立场。,-2.544654134,6,5,0.8333333333333334,2,2,0,1,2,2,0,0,0.0,5.0,1.0,1.2,5.63,1,0.4,0.16724050045013428,0.3010299956639812,1.0,1,1.0,0.2,0,0
24,cn,religious,adjective,r________,宗教的,请尊重我的宗教信仰。,-0.69784801,9,8,0.8888888888888888,5,4,1,3,0,0,1,1,0.9,7.0,2.0,1.2857142857142858,8.43,1,0.5,0.0736662745475769,1.146128035678238,1.0,3,5.0,0.7142857142857143,0,1
25,cn,shock,verb,s____,（使）震惊,所有人都被她突然的消瘦震惊了。,1.479236033,5,4,0.8,17,7,1,2,2,2,0,0,0.0,3.0,2.0,1.6666666666666667,4.81,1,0.7,0.14929896593093872,1.3222192947339193,1.0,1,0.0,0.0,1,2
26,cn,attend,verb,a_____,参加，参与，出席,我参加了昨天的会议。,1.216241401,6,5,0.8333333333333334,5,5,0,1,2,2,0,0,0.0,5.0,1.0,1.2,5.62,1,0.7,0.44718146324157715,1.954242509439325,1.0,1,1.0,0.2,0,2
27,cn,panel,noun,p____,专家小组，评委小组,面试的专家小组由8位教授组成。,-1.162582531,5,4,0.8,10,8,1,2,0,0,0,0,0.0,5.0,0.0,1.0,4.65,1,0.4,0.5528537034988403,0.47712125471966244,1.0,1,3.0,0.6,0,1
28,cn,slice,noun,s____,（一）片，（平的）薄片,他端上一片面包和一个煎蛋。,0.316846142,5,4,0.8,10,6,1,2,1,2,0,0,0.0,4.0,1.0,1.25,4.71,1,0.4,0.40398192405700684,1.1139433523068367,1.0,1,1.0,0.25,0,0
29,cn,sperm,noun,s____,精子,医生说他的精子活力较差。,-0.724083017,5,4,0.8,1,1,0,1,2,2,1,1,0.9,4.0,1.0,1.25,4.81,1,0.4,0.0614933967590332,0.0,1.0,1,1.0,0.25,0,2
30,cn,vietnamese,adjective,v_________,越南的，越南人的，越南语的,美军与北越南军队交战。,-1.691300464,10,9,0.9,3,1,1,2,1,2,0,0,0.0,9.0,1.0,1.1111111111111112,9.36,1,0.5,0.1249380111694336,0.0,1.0,1,1.0,0.1111111111111111,0,0
31,cn,murdering,adjective,m________,谋杀的，杀人的,是什么诱发了他杀人的举动？,-2.322540238,9,8,0.8888888888888888,2,0,0,1,2,2,1,2,1.8,6.0,3.0,1.5,8.5,1,0.5,0.10656553506851196,0.0,1.0,2,4.0,0.6666666666666666,0,2
32,cn,smile,noun,s____,微笑,她的微笑让我放下心来。,2.344811046,5,4,0.8,3,1,1,2,1,2,0,0,0.0,4.0,1.0,1.25,4.71,1,0.4,0.018897712230682373,2.037426497940624,1.0,1,1.0,0.25,0,0
33,cn,blinding,adjective,b_______,炫目的，刺眼的，耀眼的,爆炸发出巨大声响和刺目的亮光。,-3.010376821,8,7,0.875,4,1,1,2,3,2,0,0,0.0,7.0,1.0,1.1428571428571428,7.46,1,0.5,0.6339418888092041,0.0,1.0,2,3.0,0.42857142857142855,0,2
34,cn,remarkable,adjective,r_________,出色的，引人注目的,她有出色的记忆力。,-0.894849368,10,9,0.9,2,2,0,1,2,2,1,2,1.8,10.0,0.0,1.0,9.43,1,0.5,0.14048290252685547,1.2041199826559248,1.0,3,6.0,0.6,0,0
35,cn,chart,noun,c____,图表,下面的饼状图表直观展示了各洲贫困人口的分布。,0.852738892,5,4,0.8,5,2,1,2,2,2,1,1,0.9,4.0,1.0,1.25,4.75,1,0.4,0.22117042541503906,1.2041199826559248,1.0,1,1.0,0.25,1,2
36,cn,jumper,noun,j_____,毛衣，套头毛衣,她穿了一件白色的套头毛衣。,-2.677989764,6,5,0.8333333333333334,8,8,0,1,1,2,1,1,0.9,5.0,1.0,1.2,5.73,1,0.4,0.7190027236938477,0.0,1.0,2,2.0,0.4,0,1
37,cn,remind,verb,r_____,提醒，使想起,他提醒了我明天要开会。,1.842217255,6,5,0.8333333333333334,2,2,0,1,1,2,1,1,0.9,6.0,0.0,1.0,5.64,1,0.7,0.11009353399276733,1.5563025007672873,1.0,2,1.0,0.16666666666666666,0,2
38,cn,nonsense,noun,n_______,废话，胡说,别信她那些胡说八道。,-0.088332707,8,7,0.875,3,2,1,2,2,2,0,0,0.0,7.0,1.0,1.1428571428571428,7.48,1,0.4,0.16470211744308472,0.8450980400142568,1.0,2,0.0,0.0,0,0
39,cn,stunning,adjective,s_______,绝色的，绝美的,1)你穿这件晚礼服美呆了。2)山顶看到的日出景色美极了。,-2.899932992,8,7,0.875,7,4,1,2,3,2,0,0,0.0,6.0,2.0,1.3333333333333333,7.47,1,0.5,0.2739912271499634,0.3010299956639812,1.0,2,3.0,0.5,0,2
40,cn,tea,noun,t__,茶,“你要咖啡还是茶？”“茶，谢谢。”,3.370929857,3,2,0.6666666666666666,5,5,0,1,0,0,0,0,0.0,2.0,1.0,1.5,2.77,1,0.4,0.010843098163604736,0.8450980400142568,1.0,1,0.0,0.0,0,0
41,cn,housekeeping,noun,h___________,当家，家政，勤杂事务,女主人很会当家，为家庭省下不少开支。,-1.776284494,12,11,0.9166666666666666,2,1,1,2,1,2,0,0,0.0,8.0,4.0,1.5,11.26,1,0.4,0.39243823289871216,0.47712125471966244,1.0,2,2.0,0.25,0,2
42,cn,mayor,noun,m____,市长，镇长,市长为他颁发了证书。,0.040623734,5,4,0.8,1,1,0,1,0,0,1,1,0.9,3.0,2.0,1.6666666666666667,4.74,1,0.4,0.10134798288345337,1.0,1.0,2,1.0,0.3333333333333333,0,1
43,cn,countryside,noun,c__________,乡下，乡村,他们周末驾车去乡下探望家人。,1.52073452,11,10,0.9090909090909091,1,1,0,1,1,5,1,1,0.9,9.0,2.0,1.2222222222222223,10.41,1,0.4,0.29303455352783203,0.47712125471966244,1.0,1,2.0,0.2222222222222222,0,0
44,cn,lighter,noun,l______,打火机,您能借我打火机一用吗？,0.267375565,7,6,0.8571428571428571,29,3,1,4,1,3,1,1,0.9,4.0,3.0,1.75,6.63,1,0.4,0.5259946584701538,0.0,1.0,2,2.0,0.5,1,1
45,cn,drama,noun,d____,戏剧艺术，戏剧，剧本,他是一名戏剧专业的学生。,1.367212021,5,4,0.8,4,4,0,1,1,2,1,1,0.9,5.0,0.0,1.0,4.67,1,0.4,0.41846585273742676,1.3617278360175928,1.0,1,2.0,0.4,0,0
46,cn,push,verb,p___,推,他推了几下，但门没有开。,2.322637044,4,3,0.75,15,10,1,2,1,2,0,0,0.0,3.0,1.0,1.3333333333333333,3.81,1,0.7,0.30017411708831787,1.9138138523837167,1.0,1,1.0,0.3333333333333333,1,2
47,cn,unglamorous,adjective,u__________,没有魅力的,科学研究的工作清贫、枯燥、毫无魅力：你还愿意走这条路吗？,-3.508860173,11,10,0.9090909090909091,1,1,0,1,1,3,1,1,0.9,9.0,2.0,1.2222222222222223,10.36,1,0.5,0.42834532260894775,0.0,1.0,3,5.0,0.5555555555555556,0,1
48,cn,subtle,adjective,s_____,隐约的，细微的，微妙的,我察觉他表情有些细微的变化。,-2.03504668,6,5,0.8333333333333334,3,3,0,1,1,3,0,0,0.0,5.0,1.0,1.2,5.7,1,0.5,0.2325236201286316,1.0,1.0,2,3.0,0.6,0,0
49,cn,stem,noun,s___,（植物的）茎，（树）干,月季茎上有刺。,-0.484068772,4,3,0.75,10,6,1,2,1,2,0,0,0.0,4.0,0.0,1.0,3.83,1,0.4,0.7020732760429382,1.7323937598229686,1.0,1,0.0,0.0,0,1
50,cn,claim,verb,c____,声称,他声称是这位演员的前夫。,0.769820505,5,4,0.8,11,5,1,2,1,2,0,0,0.0,4.0,1.0,1.25,4.67,1,0.7,0.32072073221206665,2.0453229787866576,1.0,1,1.0,0.25,0,1
51,cn,inviting,adjective,i_______,吸引人的，诱人的,这盘烤肉看着十分诱人。,-2.390237921,8,7,0.875,9,1,1,2,2,2,0,0,0.0,7.0,1.0,1.1428571428571428,7.44,1,0.5,0.4325673580169678,0.47712125471966244,1.0,3,4.0,0.5714285714285714,0,2
52,cn,aboard,preposition,a_____,在（火车，飞机，船）上,登机/上船的时间到了。,-0.17570247,6,5,0.8333333333333334,4,4,0,1,1,2,1,1,0.9,5.0,1.0,1.2,5.6,1,0.5,0.3228483200073242,0.7781512503836436,1.0,1,2.0,0.4,0,2
53,cn,carefully,adverb,c________,小心地，细心地,这个问题会考到，请大家仔细听。,2.094986428,9,8,0.8888888888888888,2,2,0,1,1,3,1,1,0.9,7.0,2.0,1.2857142857142858,8.54,1,0.3,0.35991835594177246,1.662757831681574,1.0,2,3.0,0.42857142857142855,0,3
54,cn,separate,verb,s_______,分开，隔开，脱离，分离,1)请先把肉和骨头分开。2)公路把校园分隔成两个部分。,-1.453696811,8,7,0.875,19,13,1,4,0,0,1,1,0.9,6.0,2.0,1.3333333333333333,7.49,1,0.7,0.3427724838256836,1.863322860120456,1.0,2,1.0,0.16666666666666666,0,0
55,cn,hangover,noun,h_______,（酒后或吸毒后的）宿醉,我因为宿醉而头疼。,-1.117549773,8,7,0.875,3,3,0,1,1,2,1,1,0.9,6.0,2.0,1.3333333333333333,7.55,1,0.4,0.5109834671020508,0.3010299956639812,1.0,2,5.0,0.8333333333333334,0,1
56,cn,delegate,noun,d_______,（与会）代表，代表团,会议中各国代表纷纷发言。,-0.763920937,8,7,0.875,3,1,1,2,0,0,0,0,0.0,7.0,1.0,1.1428571428571428,7.49,1,0.4,0.25548940896987915,0.9030899869919435,1.0,3,2.0,0.2857142857142857,0,0
57,cn,lock,noun,l___,锁,旅行箱配有一把锁。,2.585285622,4,3,0.75,15,6,1,2,1,2,0,0,0.0,3.0,1.0,1.3333333333333333,3.85,1,0.4,0.053473472595214844,1.5440680443502757,1.0,1,1.0,0.3333333333333333,0,2
58,cn,every,misc,e____,每一个，每,每个孩子都值得爱。,2.235294555,5,4,0.8,2,2,0,1,1,2,1,1,0.9,4.0,1.0,1.25,4.79,1,0.5,0.10877031087875366,0.0,1.0,2,2.0,0.5,0,2
59,cn,terrorist,adjective,t________,恐怖主义的,巴黎一餐厅发生恐怖主义袭击。,-2.337616433,9,8,0.8888888888888888,1,0,0,1,2,2,1,2,1.8,7.0,2.0,1.2857142857142858,8.6,1,0.5,0.11220008134841919,0.3010299956639812,1.0,2,3.0,0.42857142857142855,0,2
60,cn,wonder,verb,w_____,想知道，想问,1)我想知道他为什么要骗你。2)我寻思会不会有危险。,1.426394749,6,5,0.8333333333333334,6,3,1,2,1,2,1,1,0.9,5.0,1.0,1.2,5.7,1,0.7,0.29490232467651367,2.060697840353612,1.0,2,2.0,0.4,0,1
61,cn,hypersensitive,adjective,h_____________,（尤指对批评）高度敏感的，玻璃心的,她对批评非常敏感，根本说不得。,-2.258780005,14,13,0.9285714285714286,1,1,0,1,3,3,1,1,0.9,12.0,2.0,1.1666666666666667,13.24,1,0.5,0.5072817206382751,0.0,1.0,2,4.0,0.3333333333333333,0,0
62,cn,drop,verb,d___,（使）滴下，（使）下落、掉下,1)屋檐滴着水。2)我的手机从桌子上掉下来。,1.190712569,4,3,0.75,32,23,1,2,1,2,1,1,0.9,4.0,0.0,1.0,3.85,1,0.7,0.2863026261329651,2.0863598306747484,1.0,1,1.0,0.25,0,1
63,cn,note,verb,n___,注意，留意,我没有注意两者之间的不同。,0.836625916,4,3,0.75,13,4,1,2,0,0,0,0,0.0,3.0,1.0,1.3333333333333333,3.75,1,0.7,0.4417913556098938,2.1702617153949575,1.0,1,1.0,0.3333333333333333,0,0
64,cn,sky,noun,s__,天，天空,天是蓝的。,3.121744786,3,2,0.6666666666666666,2,1,1,2,1,3,0,0,0.0,3.0,0.0,1.0,2.92,1,0.4,0.251872718334198,1.6989700043360187,1.0,1,0.0,0.0,0,3
65,cn,sigh,noun,s___,叹气，叹息,“我不喜欢这份工作“，她带着叹息说。,-0.189400751,4,3,0.75,4,2,1,2,1,2,0,0,0.0,2.0,2.0,2.0,3.77,1,0.4,0.18989109992980957,1.5185139398778875,1.0,1,0.0,0.0,0,2
66,cn,scared,adjective,s_____,害怕的，惊恐的,1)我很害怕蛇。2)她怕孩子不会回来了。,0.466926978,6,5,0.8333333333333334,4,1,1,2,1,2,1,1,0.9,5.0,1.0,1.2,5.68,1,0.5,0.15063554048538208,0.0,1.0,2,1.0,0.2,0,1
67,cn,globally,adverb,g_______,全球地，在世界范围内,我们可以在世界范围内与对手竞争。,-0.090605494,8,7,0.875,1,1,0,1,2,3,0,0,0.0,7.0,1.0,1.1428571428571428,7.59,1,0.3,0.1573554277420044,0.0,1.0,2,4.0,0.5714285714285714,0,3
68,cn,select,adjective,s_____,精选的，精挑细选的，优等的,只有一些最优秀的学生能进入顶级大学的研究生院。,-1.056507505,6,5,0.8333333333333334,3,2,1,2,1,2,0,0,0.0,6.0,0.0,1.0,5.71,1,0.5,0.4342730641365051,1.7853298350107671,1.0,1,2.0,0.3333333333333333,0,2
69,cn,roman,adjective,r____,罗马的，古罗马时期的,她欣赏着这些古罗马雕塑。,0.591317806,5,4,0.8,7,4,1,2,0,0,1,1,0.9,5.0,0.0,1.0,4.69,1,0.5,0.3545082211494446,0.9030899869919435,1.0,1,3.0,0.6,0,1
70,cn,racial,adjective,r_____,种族的,我们反对种族歧视。,-0.853386201,6,5,0.8333333333333334,2,2,0,1,0,0,1,1,0.9,5.0,1.0,1.2,5.56,1,0.5,0.08219796419143677,0.9030899869919435,1.0,2,3.0,0.6,0,1
71,cn,vibrator,noun,v_______,震动按摩器，震动棒,这款震动按摩器拯救了他的婚姻。,-1.837493349,8,7,0.875,2,2,0,1,1,2,1,2,1.8,7.0,1.0,1.1428571428571428,7.6,1,0.4,0.394159734249115,0.0,1.0,2,3.0,0.42857142857142855,0,1
72,cn,clever,adjective,c_____,聪明的,老师夸他很聪明。,1.791839041,6,5,0.8333333333333334,3,3,0,1,1,2,1,1,0.9,5.0,1.0,1.2,5.75,1,0.5,0.11320888996124268,0.6020599913279624,1.0,2,3.0,0.6,0,1
73,cn,outlook,noun,o______,（世界、人生）观，前景,1)他有一个积极的人生观。2)学校发展的前景很好。,-2.174895392,7,6,0.8571428571428571,3,3,0,1,1,2,0,0,0.0,5.0,2.0,1.4,6.65,1,0.4,0.5362468957901001,1.2304489213782739,1.0,1,2.0,0.4,0,1
74,cn,study,verb,s____,学习,我喜欢学习数学。,2.522221818,5,4,0.8,16,6,1,2,2,2,0,0,0.0,5.0,0.0,1.0,4.79,1,0.7,0.2331221103668213,2.4099331233312946,1.0,1,1.0,0.2,0,2
75,cn,continuing,adjective,c_________,持续的，正在继续的(不以ous结尾),印度的人口还在保持持续的增长。,-2.722243971,10,9,0.9,12,2,1,2,2,2,0,0,0.0,10.0,0.0,1.0,9.3,1,0.5,0.22327500581741333,0.9030899869919435,0.9444444444444444,2,4.0,0.4,0,2
76,cn,contract,verb,c_______,（使）收缩，（使）缩小,1)市场的低迷让我们不得不紧缩开支。2)他的胃部因疼痛缩成一团。,-1.521178087,8,7,0.875,12,9,1,2,2,3,1,1,0.9,8.0,0.0,1.0,7.6,1,0.7,0.7681764960289001,1.5797835966168101,1.0,1,2.0,0.25,0,2
77,cn,suggestive,adjective,s_________,有挑逗意味的，有性暗示的,她发的许多照片都具有挑逗意味。,-3.656650216,10,9,0.9,3,3,0,1,2,2,0,0,0.0,9.0,1.0,1.1111111111111112,9.48,1,0.5,0.4949643015861511,0.3010299956639812,1.0,2,3.0,0.3333333333333333,0,0
78,cn,kitchen,noun,k______,厨房,父亲在厨房做饭。,1.953089185,7,6,0.8571428571428571,1,1,0,1,1,3,0,0,0.0,5.0,2.0,1.4,6.6,1,0.4,0.02085644006729126,1.6434526764861874,1.0,2,2.0,0.4,2,1
79,cn,historical,adjective,h_________,历史的，历史性的,历史证据表明这里曾是一片水域。,1.042641119,10,9,0.9,4,4,1,2,1,2,1,1,0.9,10.0,0.0,1.0,9.4,1,0.5,0.11894607543945312,1.3424226808222062,1.0,2,5.0,0.5,0,1
80,cn,reverse,verb,r______,逆转，反转，颠倒,1)政府希望扭转市场的颓势。2)现在你结婚了我却离婚了——我们的情况颠倒过来了。,0.230607813,7,6,0.8571428571428571,14,5,1,4,1,2,1,2,1.8,5.0,2.0,1.4,6.69,1,0.7,0.22634261846542358,1.3222192947339193,1.0,2,4.0,0.8,0,0
81,cn,manufacture,verb,m__________,生产，批量生产,这家公司生产玩具。,-0.211620828,11,10,0.9090909090909091,6,4,1,2,1,2,1,1,0.9,10.0,1.0,1.1,10.31,1,0.7,0.20061397552490234,0.8450980400142568,1.0,1,4.0,0.4,0,0
82,cn,unfashionable,adjective,u____________,不时髦的，不时尚的,你看起来一点也不时尚——该好好打扮一下了！,0.009915511,13,12,0.9230769230769231,1,1,0,1,3,2,0,0,0.0,11.0,2.0,1.1818181818181819,12.09,1,0.5,0.36592942476272583,0.0,1.0,3,6.0,0.5454545454545454,1,0
83,cn,curtain,noun,c______,窗帘,请把窗帘拉上。,0.572002735,7,6,0.8571428571428571,3,2,1,2,1,2,1,1,0.9,5.0,2.0,1.4,6.53,1,0.4,0.07200121879577637,0.9542425094393249,1.0,1,2.0,0.4,0,1
84,cn,converter,noun,c________,变流器，变频器，转化插头，转换器,两国电压不同，需要一个转换器。,-2.638625977,9,8,0.8888888888888888,1,1,0,1,2,2,1,2,1.8,7.0,2.0,1.2857142857142858,8.6,1,0.4,0.43207645416259766,0.0,1.0,2,4.0,0.5714285714285714,0,1
85,cn,sticky,adjective,s_____,有黏性的，黏的,面团仍然很粘手。,-0.064630238,6,5,0.8333333333333334,5,5,0,1,2,3,0,0,0.0,5.0,1.0,1.2,5.75,1,0.5,0.24788349866867065,0.8450980400142568,1.0,1,1.0,0.2,0,3
86,cn,concentrated,adjective,c___________,浓缩的,这瓶浓缩果汁需要兑水。,-1.953157377,12,11,0.9166666666666666,13,5,1,3,2,3,1,1,0.9,12.0,0.0,1.0,11.32,1,0.5,0.2895545959472656,1.1139433523068367,1.0,2,3.0,0.25,0,1
87,cn,cone,noun,c___,圆锥体，（盛冰淇淋的）圆锥卷筒,你会求圆锥的体积吗？,-1.614726064,4,3,0.75,5,4,1,2,0,0,0,0,0.0,3.0,1.0,1.3333333333333333,3.75,1,0.4,0.36306118965148926,0.6989700043360189,1.0,1,1.0,0.3333333333333333,0,0
88,cn,straight,adverb,s_______,径直,直走到红绿灯处右拐。,2.136740383,8,7,0.875,21,3,1,4,2,3,1,1,0.9,5.0,3.0,1.6,7.57,1,0.3,0.28688472509384155,1.6720978579357175,1.0,1,1.0,0.2,1,3
89,cn,broadcasting,noun,b___________,广播电视业,他离开广告业后又进军广播电视行业。,-0.716806564,12,11,0.9166666666666666,5,2,1,2,4,2,1,1,0.9,10.0,2.0,1.2,11.28,1,0.4,0.09081137180328369,0.47712125471966244,1.0,2,4.0,0.4,0,2
90,cn,travel,verb,t_____,旅行，旅游,你去国外旅游过吗？,1.617666726,6,5,0.8333333333333334,9,6,1,2,1,2,1,1,0.9,6.0,0.0,1.0,5.71,1,0.7,0.16273486614227295,1.7634279935629373,1.0,1,5.0,0.8333333333333334,0,1
91,cn,exhibition,noun,e_________,展览会，展览,我们去看了梵高的作品展。,0.483454018,10,9,0.9,2,2,0,1,1,2,0,0,0.0,9.0,1.0,1.1111111111111112,9.31,1,0.4,0.14765822887420654,1.1139433523068367,1.0,2,3.0,0.3333333333333333,1,1
92,cn,injection,noun,i________,注射，打针,她患糖尿病后，每天需要胰岛素注射。,-0.265947788,9,8,0.8888888888888888,3,3,0,1,2,2,0,0,0.0,8.0,1.0,1.125,8.39,1,0.4,0.1941986083984375,0.6989700043360189,1.0,3,2.0,0.25,1,1
93,cn,daddy,noun,d____,（口语）老爸，爹地,“老爸，能帮我把书拿过来吗？”,2.177205335,5,4,0.8,1,1,0,1,1,3,0,0,0.0,4.0,1.0,1.25,4.73,1,0.4,0.29567182064056396,0.47712125471966244,1.0,1,1.0,0.25,0,3
94,cn,adult,noun,a____,成人，成年,成人的票价是1.5镑，儿童减半。,1.983766095,5,4,0.8,4,2,1,2,1,2,0,0,0.0,5.0,0.0,1.0,4.69,1,0.4,0.1361750364303589,1.0791812460476249,1.0,1,3.0,0.6,0,2
95,cn,turbulence,noun,t_________,动荡，动乱,政治动荡很快导致经济萧条。,-2.532108027,10,9,0.9,3,3,0,1,2,2,1,1,0.9,9.0,1.0,1.1111111111111112,9.44,1,0.4,0.5980131030082703,0.3010299956639812,1.0,1,4.0,0.4444444444444444,0,0
96,cn,authenticity,noun,a___________,真实性，确实性，正宗,这封信的真实程度（是否伪造）值得怀疑。,-1.407464305,12,11,0.9166666666666666,1,1,0,1,3,2,0,0,0.0,10.0,2.0,1.2,11.22,1,0.4,0.269439160823822,0.9030899869919435,1.0,2,4.0,0.4,1,2
