item_id,L1,en_target_word,en_target_pos,en_target_clue,L1_source_word,L1_context,GLMM_score,word_length,clue_blanks,clue_ratio,polysemy_all,polysemy_pos,is_homonym,homonym_pos_count,n_consonant_clusters,max_cluster_length,has_r,r_count,rhotacism_weighted,n_phonemes,silent_letters,spelling_phoneme_ratio,unfamiliar_letters,has_unfamiliar,syntactic_difficulty,cosine_dist_l1_en,word_frequency,levenshtein_dist,morphological_complexity,difficult_phonemes,difficult_phoneme_ratio,difficult_graphemes,final_cluster_size
43,de,countryside,noun,c__________,Land,"Auf dem Land gibt es viele Bauern, die Gemüse anbauen.",0.469227471,11,10,0.9090909090909091,1,1,0,1,1,5,1,1,0.5,9.0,2.0,1.2222222222222223,0.0,0,0.3,0.2534946799278259,0.47712125471966244,0.8181818181818182,1,0.0,0.0,0,0
44,de,lighter,noun,l______,Feuerzeug,Susanne zündet sich die Zigarette mit einem Feuerzeug an.,0.790146502,7,6,0.8571428571428571,29,3,1,4,1,3,1,1,0.5,4.0,3.0,1.75,0.0,0,0.3,0.4177538752555847,0.0,0.8888888888888888,2,1.0,0.25,0,1
45,de,drama,noun,d____,Drama,Gestern habe ich ein packendes Fernsehdrama gesehen.,2.487187575,5,4,0.8,4,4,0,1,1,2,1,1,0.5,5.0,0.0,1.0,0.0,0,0.3,0.010035812854766846,1.3617278360175928,0.0,1,0.0,0.0,0,0
46,de,push,verb,p___,schieben,Voller Vorfreude schiebt er den Einkaufswagen durch den Markt.,0.899060632,4,3,0.75,15,10,1,2,1,2,0,0,0.0,3.0,1.0,1.3333333333333333,0.0,0,0.6,0.4548952579498291,1.9138138523837167,1.0,1,0.0,0.0,0,2
47,de,unglamorous,adjective,u__________,glanzlos,Das Mittagessen war eine glanzlose Angelegenheit.,-3.561702273,11,10,0.9090909090909091,1,1,0,1,1,3,1,1,0.5,9.0,2.0,1.2222222222222223,0.0,0,0.3,0.3971545100212097,0.0,0.5454545454545454,3,2.0,0.2222222222222222,0,1
48,de,subtle,adjective,s_____,fein,Die Bedeutungsunterschiede zwischen diesen zwei Wörtern ist wirklich sehr fein.,-2.892769889,6,5,0.8333333333333334,3,3,0,1,1,3,0,0,0.0,5.0,1.0,1.2,0.0,0,0.3,0.42765557765960693,1.0,1.0,2,0.0,0.0,0,0
49,de,stem,noun,s___,Stamm,Diese Rosen haben einen sehr dicken Stamm.,-1.565453345,4,3,0.75,10,6,1,2,1,2,0,0,0.0,4.0,0.0,1.0,0.0,0,0.3,0.351576030254364,1.7323937598229686,0.4,1,0.0,0.0,0,1
50,de,claim,verb,c____,etw behaupten,"Der Reporter behauptet, dass die Aufstände bereits vorbei wären.",-0.073637248,5,4,0.8,11,5,1,2,1,2,0,0,0.0,4.0,1.0,1.25,0.0,0,0.6,0.42698609828948975,2.0453229787866576,0.9230769230769231,1,0.0,0.0,0,1
51,de,inviting,adjective,i_______,"einladend, ansprechend",Der ansprechende Pool lädt zum Verweilen ein.,-0.422869382,8,7,0.875,9,1,1,2,2,2,0,0,0.0,7.0,1.0,1.1428571428571428,0.0,0,0.3,0.23431092500686646,0.47712125471966244,0.8636363636363636,3,0.0,0.0,0,2
52,de,aboard,preposition,a_____,an Bord,Der Zug fährt gleich ab. Kommen Sie an Bord!,0.225140572,6,5,0.8333333333333334,4,4,0,1,1,2,1,1,0.5,5.0,1.0,1.2,0.0,0,0.5,0.5308876633644104,0.7781512503836436,0.42857142857142855,1,0.0,0.0,0,2
53,de,carefully,adverb,c________,vorsichtig,Sie ging vorsichtig die Straße entlang.,0.634880408,9,8,0.8888888888888888,2,2,0,1,1,3,1,1,0.5,7.0,2.0,1.2857142857142858,0.0,0,0.3,0.1314292550086975,1.662757831681574,0.9,2,0.0,0.0,0,3
54,de,separate,verb,s_______,trennen,Der Lehrer trennt die beiden streitenden Schülerinnen und versucht sie zu beruhigen.,-1.150721647,8,7,0.875,19,13,1,4,0,0,1,1,0.5,6.0,2.0,1.3333333333333333,0.0,0,0.6,0.519650936126709,1.863322860120456,1.0,2,1.0,0.16666666666666666,0,0
55,de,hangover,noun,h_______,Kater,Er hat gestern Nacht zu viel getrunken und hat deshalb heute einen Kater.,-0.128627389,8,7,0.875,3,3,0,1,1,2,1,1,0.5,6.0,2.0,1.3333333333333333,0.0,0,0.3,0.7439634799957275,0.3010299956639812,0.625,2,2.0,0.3333333333333333,0,1
56,de,delegate,noun,d_______,Delegierter,Die Delegierten erschienen pünktlich zur Versammlung.,-0.341267955,8,7,0.875,3,1,1,2,0,0,0,0,0.0,7.0,1.0,1.1428571428571428,0.0,0,0.3,0.6584473848342896,0.9030899869919435,0.36363636363636365,3,0.0,0.0,0,0
57,de,lock,noun,l___,Schloss,Ich schütze mein Fahrrad mit einem Schloss vor Diebstahl.,1.049578673,4,3,0.75,15,6,1,2,1,2,0,0,0.0,3.0,1.0,1.3333333333333333,0.0,0,0.3,0.6417871713638306,1.5440680443502757,0.7142857142857143,1,0.0,0.0,0,2
58,de,every,misc,e____,jeder,Jede Stunde klingelt die Glocke.,1.498761596,5,4,0.8,2,2,0,1,1,2,1,1,0.5,4.0,1.0,1.25,0.0,0,0.5,0.2285095453262329,0.0,0.6,2,1.0,0.25,0,2
59,de,terrorist,adjective,t________,"terroristisch, Terror-",Es war der schlimmste Terroranschlag seit langem.,-1.436285385,9,8,0.8888888888888888,1,0,0,1,2,2,1,2,1.0,7.0,2.0,1.2857142857142858,0.0,0,0.3,0.11999815702438354,0.3010299956639812,0.5909090909090909,2,1.0,0.14285714285714285,0,2
60,de,wonder,verb,w_____,sich (etwas) fragen,"Ich frage mich, warum sie gekündigt hat.",0.990040296,6,5,0.8333333333333334,6,3,1,2,1,2,1,1,0.5,5.0,1.0,1.2,0.0,0,0.6,0.24818944931030273,2.060697840353612,0.8947368421052632,2,2.0,0.4,0,1
61,de,hypersensitive,adjective,h_____________,überempfindlich,Die überempfindliche Reaktion der Frau ist nicht nachzuvollziehen.,-1.30462693,14,13,0.9285714285714286,1,1,0,1,3,3,1,1,0.5,12.0,2.0,1.1666666666666667,0.0,0,0.3,0.46331632137298584,0.0,0.8,2,1.0,0.08333333333333333,0,0
62,de,drop,verb,d___,etw fallen lassen,Die Jugendlichen lassen Steine von der Brücke fallen.,0.281646046,4,3,0.75,32,23,1,2,1,2,1,1,0.5,4.0,0.0,1.0,0.0,0,0.6,0.40298277139663696,2.0863598306747484,1.0,1,0.0,0.0,0,1
63,de,note,verb,n___,etw bemerken,"Ich bemerkte, dass ich meinen Schal verloren hatte.",0.469391675,4,3,0.75,13,4,1,2,0,0,0,0,0.0,3.0,1.0,1.3333333333333333,0.0,0,0.6,0.39514392614364624,2.1702617153949575,0.9166666666666666,1,0.0,0.0,0,0
64,de,sky,noun,s__,Himmel,"Die Luft ist dermaßen trocken, dass keine einzige Wolke am Himmel zu sehen ist.",2.392998918,3,2,0.6666666666666666,2,1,1,2,1,3,0,0,0.0,3.0,0.0,1.0,0.0,0,0.3,0.27762293815612793,1.6989700043360187,1.0,1,0.0,0.0,0,3
65,de,sigh,noun,s___,Seufzer,"Als die Wahlergebnisse bekannt wurden, ging ein Seufzer der Erleichterung durch die Menge.",-0.172713646,4,3,0.75,4,2,1,2,1,2,0,0,0.0,2.0,2.0,2.0,0.0,0,0.3,0.6130176186561584,1.5185139398778875,0.8571428571428571,1,0.0,0.0,0,2
66,de,scared,adjective,s_____,"bang, ängstlich",Ich habe ihn immer als recht ängstlichen Jungen in Erinnerung.,-1.032633751,6,5,0.8333333333333334,4,1,1,2,1,2,1,1,0.5,5.0,1.0,1.2,0.0,0,0.3,0.09943753480911255,0.0,0.9333333333333333,2,0.0,0.0,0,1
67,de,globally,adverb,g_______,global,"Global gesehen, hat sich die Wirtschaft stark verändert.",0.73008275,8,7,0.875,1,1,0,1,2,3,0,0,0.0,7.0,1.0,1.1428571428571428,0.0,0,0.3,0.05598539113998413,0.0,0.25,2,0.0,0.0,0,3
68,de,select,adjective,s_____,ausgewählt,Einige ausgewählte Studierende können an der Exkursion teilnehmen.,-0.214675885,6,5,0.8333333333333334,3,2,1,2,1,2,0,0,0.0,6.0,0.0,1.0,0.0,0,0.3,0.1852126121520996,1.7853298350107671,0.7,1,0.0,0.0,0,2
69,de,roman,adjective,r____,römisch,Die römischen Soldaten haben in Großbritannien viele Wälder gerodet.,0.807918468,5,4,0.8,7,4,1,2,0,0,1,1,0.5,5.0,0.0,1.0,0.0,0,0.3,0.16842228174209595,0.9030899869919435,0.7142857142857143,1,0.0,0.0,0,1
70,de,racial,adjective,r_____,Rassen-,Als Verein wollen wir uns ganz besonders gegen Rassendiskriminierung einsetzen.,-1.971714609,6,5,0.8333333333333334,2,2,0,1,0,0,1,1,0.5,5.0,1.0,1.2,0.0,0,0.3,0.21118152141571045,0.9030899869919435,0.7142857142857143,2,0.0,0.0,0,1
71,de,vibrator,noun,v_______,Vibrator,Er hatte noch nie einen Vibrator gesehen.,1.609188498,8,7,0.875,2,2,0,1,1,2,1,2,1.0,7.0,1.0,1.1428571428571428,0.0,0,0.3,0.2048664093017578,0.0,0.0,2,1.0,0.14285714285714285,0,1
72,de,clever,adjective,c_____,"klug, gescheit, schlau",Der Junge begreift neue Dinge sehr schnell. Er ist extrem klug. ,2.347184888,6,5,0.8333333333333334,3,3,0,1,1,2,1,1,0.5,5.0,1.0,1.2,0.0,0,0.3,0.21261614561080933,0.6020599913279624,0.8636363636363636,2,1.0,0.2,0,1
73,de,outlook,noun,o______,Aussicht,Die Aussicht für die Zukunft ist positiver als angenommen.,-1.618262594,7,6,0.8571428571428571,3,3,0,1,1,2,0,0,0.0,5.0,2.0,1.4,0.0,0,0.3,0.36338990926742554,1.2304489213782739,0.875,1,0.0,0.0,0,1
74,de,study,verb,s____,studieren,Er studierte an drei unterschiedlichen Universitäten.,1.328578962,5,4,0.8,16,6,1,2,2,2,0,0,0.0,5.0,0.0,1.0,0.0,0,0.6,0.04746365547180176,2.4099331233312946,0.5555555555555556,1,0.0,0.0,0,2
75,de,continuing,adjective,c_________,"ständig, anhaltend (nicht: constant)",Die anhaltende Waffenruhe wirkt sich positiv auf die Bewohner der betroffenen Gegend aus.,-3.329180236,10,9,0.9,12,2,1,2,2,2,0,0,0.0,10.0,0.0,1.0,0.0,0,0.3,0.3351127505302429,0.9030899869919435,0.8611111111111112,2,0.0,0.0,0,2
76,de,contract,verb,c_______,"schrumpfen, zusammenziehen",Muskeln ziehen sich bei Kälte zusammen.,-0.91317109,8,7,0.875,12,9,1,2,2,3,1,1,0.5,8.0,0.0,1.0,0.0,0,0.6,0.6756205558776855,1.5797835966168101,0.8846153846153846,1,1.0,0.125,0,2
77,de,suggestive,adjective,s_________,zweideutig,"Sie machte eine zweideutige Bemerkung und machte eine sehr eindeutige Geste, die alle erröten ließ.",-3.309763679,10,9,0.9,3,3,0,1,2,2,0,0,0.0,9.0,1.0,1.1111111111111112,0.0,0,0.3,0.4670410752296448,0.3010299956639812,0.8,2,0.0,0.0,0,0
78,de,kitchen,noun,k______,Küche,Die Mutter kocht in der Küche.,2.945735177,7,6,0.8571428571428571,1,1,0,1,1,3,0,0,0.0,5.0,2.0,1.4,0.0,0,0.3,0.0542755126953125,1.6434526764861874,0.42857142857142855,2,0.0,0.0,0,1
79,de,historical,adjective,h_________,historisch,Das Ereignis muss auch in seinem historischen Kontext gesehen werden.,1.348278335,10,9,0.9,4,4,1,2,1,2,1,1,0.5,10.0,0.0,1.0,0.0,0,0.3,0.016080141067504883,1.3424226808222062,0.3,2,0.0,0.0,0,1
80,de,reverse,verb,r______,"rückgängig machen, umkehren",Nur dieses Medikament kann die Symptome langfristig rückgängig machen.,-1.214519941,7,6,0.8571428571428571,14,5,1,4,1,2,1,2,1.0,5.0,2.0,1.4,0.0,0,0.6,0.18286269903182983,1.3222192947339193,0.8518518518518519,2,1.0,0.2,0,0
81,de,manufacture,verb,m__________,etw herstellen,Die Fabrik stellt Schuhe her.,-0.545605345,11,10,0.9090909090909091,6,4,1,2,1,2,1,1,0.5,10.0,1.0,1.1,0.0,0,0.6,0.6311283707618713,0.8450980400142568,0.8571428571428571,1,3.0,0.3,0,0
82,de,unfashionable,adjective,u____________,unzeitgemäß,"Sie bewunderte seinen Stil, auch wenn er etwas unzeitgemäß war.",-3.338124843,13,12,0.9230769230769231,1,1,0,1,3,2,0,0,0.0,11.0,2.0,1.1818181818181819,0.0,0,0.3,0.3343186378479004,0.0,0.7692307692307693,3,1.0,0.09090909090909091,0,0
83,de,curtain,noun,c______,Vorhang,"Schließe den Vorhang und schalte das Licht aus, dann können wir mit dem Film beginnen.",0.745244301,7,6,0.8571428571428571,3,2,1,2,1,2,1,1,0.5,5.0,2.0,1.4,0.0,0,0.3,0.30294179916381836,0.9542425094393249,0.7142857142857143,1,1.0,0.2,0,1
84,de,converter,noun,c________,"Umwandler, Umrechner","Ich benutze einen Umrechner im Internet, um herauszufinden wie viel 50 Euro in britischen Pfund sind.",-1.8071745,9,8,0.8888888888888888,1,1,0,1,2,2,1,2,1.0,7.0,2.0,1.2857142857142858,0.0,0,0.3,0.7141157388687134,0.0,0.75,2,2.0,0.2857142857142857,0,1
85,de,sticky,adjective,s_____,klebrig,Die Arbeitsplatte in der Küche ist ganz klebrig und muss geputzt werden.,0.019868085,6,5,0.8333333333333334,5,5,0,1,2,3,0,0,0.0,5.0,1.0,1.2,0.0,0,0.3,0.46600180864334106,0.8450980400142568,1.0,1,0.0,0.0,0,3
86,de,concentrated,adjective,c___________,konzentriert,Man braucht nur wenig von dem konzentrierten Waschmittel.,0.907872582,12,11,0.9166666666666666,13,5,1,3,2,3,1,1,0.5,12.0,0.0,1.0,0.0,0,0.3,0.1809253692626953,1.1139433523068367,0.5,2,0.0,0.0,0,1
87,de,cone,noun,c___,Kegel,Wir zeichneten einen Kegel laut der Anleitung des Geometrielehrers.,-1.606850613,4,3,0.75,5,4,1,2,0,0,0,0,0.0,3.0,1.0,1.3333333333333333,0.0,0,0.3,0.6460243463516235,0.6989700043360189,0.8,1,0.0,0.0,0,0
88,de,straight,adverb,s_______,direkt,"Sie soll bitte direkt nach Hause gehen, wenn sie diese Nachricht erhält.",-0.080794948,8,7,0.875,21,3,1,4,2,3,1,1,0.5,5.0,3.0,1.6,0.0,0,0.3,0.2878779172897339,1.6720978579357175,0.75,1,0.0,0.0,0,3
