item_id,L1,en_target_word,en_target_pos,en_target_clue,L1_source_word,L1_context,GLMM_score,word_length,clue_blanks,clue_ratio,polysemy_all,polysemy_pos,is_homonym,homonym_pos_count,n_consonant_clusters,max_cluster_length,has_r,r_count,rhotacism_weighted,n_phonemes,silent_letters,spelling_phoneme_ratio,unfamiliar_letters,has_unfamiliar,syntactic_difficulty,cosine_dist_l1_en,word_frequency,levenshtein_dist,morphological_complexity,difficult_phonemes,difficult_phoneme_ratio,difficult_graphemes,final_cluster_size
14,es,challenging,adjective,c__________,desafiante,La maratón es algo desafiante y sé que lograré acabarla a tiempo,0.049204583,11,10,0.9090909090909091,7,3,1,2,4,2,0,0,0.0,8.0,3.0,1.375,0.0,0,0.4,0.02399897575378418,0.6020599913279624,0.9090909090909091,2,5.0,0.625,0,2
15,es,missionary,noun,m_________,predicador,Hace tiempo las iglesias enviaban un predicador para convertir a la población a su religión.,-2.800754376,10,9,0.9,3,2,1,2,2,2,1,1,0.7,8.0,2.0,1.25,0.0,0,0.2,0.23877692222595215,0.6020599913279624,0.9,3,3.0,0.375,0,2
16,es,tall,adjective,t___,alto,Mi hermano es mucho más alto que yo.,2.933357109,4,3,0.75,5,4,1,3,1,2,0,0,0.0,3.0,1.0,1.3333333333333333,0.0,0,0.4,0.24422979354858398,1.8692317197309762,0.75,1,0.0,0.0,0,2
17,es,fade,verb,f___,desteñirse,"Cuidado con esos colores fuertes, tienden a desteñirse al lavarlos.",-1.008161484,4,3,0.75,6,4,1,2,0,0,0,0,0.0,3.0,1.0,1.3333333333333333,0.0,0,0.5,0.27877968549728394,1.1760912590556813,0.9,1,0.0,0.0,0,0
18,es,street,noun,s_____,calle,Siga por esta calle y después coja la primera a la izquierda.,3.10124216,6,5,0.8333333333333334,5,5,0,1,1,3,1,1,0.7,5.0,1.0,1.2,0.0,0,0.2,0.03622227907180786,1.9637878273455553,0.8333333333333334,1,0.0,0.0,0,1
19,es,wrist,noun,w____,muñeca,Ella se puso la pulsera en la muñeca izquierda.,0.46347056,5,4,0.8,1,1,0,1,2,2,1,1,0.7,4.0,1.0,1.25,1.0,1,0.2,0.6291989088058472,1.0,1.0,2,1.0,0.25,1,2
20,es,present,adjective,p______,actual,La propuesta actual es mejor que la anterior.,0.303316021,7,6,0.8571428571428571,18,2,1,3,2,2,1,1,0.7,7.0,0.0,1.0,0.0,0,0.4,0.3829037547111511,2.3710678622717363,1.0,2,2.0,0.2857142857142857,0,2
21,es,softball,noun,s_______,softball,Jugaba softball en la universidad y era bastante buena,1.343505823,8,7,0.875,2,2,0,1,2,3,0,0,0.0,7.0,1.0,1.1428571428571428,0.0,0,0.2,0.0,0.0,0.0,1,0.0,0.0,0,2
22,es,sit,verb,s__,sentarse,El anfitrión convidó a sus invitados a sentarse a la mesa.,2.764279959,3,2,0.6666666666666666,10,10,0,1,0,0,0,0,0.0,3.0,0.0,1.0,0.0,0,0.5,0.1284312605857849,2.2695129442179165,0.75,1,1.0,0.3333333333333333,0,1
23,es,stance,noun,s_____,postura,El presidente tiene una postura clara sobre el tema.,-2.69899709,6,5,0.8333333333333334,2,2,0,1,2,2,0,0,0.0,5.0,1.0,1.2,0.0,0,0.2,0.185885488986969,0.3010299956639812,0.8571428571428571,1,1.0,0.2,0,0
24,es,religious,adjective,r________,religioso,"Lleva una vida religiosa, va a misa todos los días y reza mucho.",1.493624216,9,8,0.8888888888888888,5,4,1,3,0,0,1,1,0.7,7.0,2.0,1.2857142857142858,0.0,0,0.4,0.00979846715927124,1.146128035678238,0.2222222222222222,3,4.0,0.5714285714285714,0,1
25,es,shock,verb,s____,conmocionar,La artista intentará conmocionar al público con su estilo provocativo.,-1.183915521,5,4,0.8,17,7,1,2,2,2,0,0,0.0,3.0,2.0,1.6666666666666667,1.0,1,0.5,0.3360821604728699,1.3222192947339193,0.8181818181818182,1,1.0,0.3333333333333333,1,2
26,es,attend,verb,a_____,asistir,¿Vas a asistir a la boda de Isabel?,-0.837047643,6,5,0.8333333333333334,5,5,0,1,2,2,0,0,0.0,5.0,1.0,1.2,0.0,0,0.5,0.167802095413208,1.954242509439325,0.8571428571428571,1,1.0,0.2,0,2
27,es,panel,noun,p____,tablero,Los tableros solares que se pusieron en el techo deben ser revisados mensualmente,0.181859464,5,4,0.8,10,8,1,2,0,0,0,0,0.0,5.0,0.0,1.0,0.0,0,0.2,0.48562878370285034,0.47712125471966244,0.7142857142857143,1,2.0,0.4,0,1
28,es,slice,noun,s____,rebanada,"¿Quieres una rabanada de pan, o dos?",0.169952677,5,4,0.8,10,6,1,2,1,2,0,0,0.0,4.0,1.0,1.25,0.0,0,0.2,0.3988248109817505,1.1139433523068367,1.0,1,0.0,0.0,0,0
29,es,sperm,noun,s____,espermatozoide,Para procrear es necesario un óvulo y un espermatozoide,1.002699483,5,4,0.8,1,1,0,1,2,2,1,1,0.7,4.0,1.0,1.25,0.0,0,0.2,0.09929126501083374,0.0,0.6428571428571429,1,1.0,0.25,0,2
30,es,vietnamese,adjective,v_________,de Vietnam,Ví una película de Vietnam el otro día y me encantó.,-0.780290806,10,9,0.9,3,1,1,2,1,2,0,0,0.0,9.0,1.0,1.1111111111111112,0.0,0,0.4,0.09781920909881592,0.0,0.6,1,1.0,0.1111111111111111,0,0
31,es,murdering,adjective,m________,asesino,El instinito asesino de los terroristas es espantoso.,-2.058731555,9,8,0.8888888888888888,2,0,0,1,2,2,1,2,1.4,6.0,3.0,1.5,0.0,0,0.4,0.05643165111541748,0.0,0.6666666666666666,2,4.0,0.6666666666666666,0,2
32,es,smile,noun,s____,sonrisa,La sonrisa del niño refleja su temperamento alegre.,2.264398255,5,4,0.8,3,1,1,2,1,2,0,0,0.0,4.0,1.0,1.25,0.0,0,0.2,0.04532015323638916,2.037426497940624,0.7142857142857143,1,0.0,0.0,0,0
33,es,blinding,adjective,b_______,cegadora,De repente se encendió una luz cegadora y no veíamos nada.,-0.501947669,8,7,0.875,4,1,1,2,3,2,0,0,0.0,7.0,1.0,1.1428571428571428,0.0,0,0.4,0.6088922023773193,0.0,0.875,2,2.0,0.2857142857142857,0,2
34,es,remarkable,adjective,r_________,destacable,Mi hijo tiene un talento destacable para las matemáticas.,-0.982438637,10,9,0.9,2,2,0,1,2,2,1,2,1.4,10.0,0.0,1.0,1.0,1,0.4,0.04145979881286621,1.2041199826559248,0.5,3,3.0,0.3,0,0
35,es,chart,noun,c____,gráfico,Este gráfico muestra las temperaturas de todo el año en la zona.,-0.169835057,5,4,0.8,5,2,1,2,2,2,1,1,0.7,4.0,1.0,1.25,0.0,0,0.2,0.11404412984848022,1.2041199826559248,1.0,1,0.0,0.0,0,2
36,es,jumper,noun,j_____,jersey,Me voy a comprar un jersey rojo de lana.,-1.951160685,6,5,0.8333333333333334,8,8,0,1,1,2,1,1,0.7,5.0,1.0,1.2,0.0,0,0.2,0.5235755443572998,0.0,0.6666666666666666,2,3.0,0.6,0,1
37,es,remind,verb,r_____,recordar,Tuve que recordar a la profesora que teníamos ensayo después de clase.,-0.294589386,6,5,0.8333333333333334,2,2,0,1,1,2,1,1,0.7,6.0,0.0,1.0,0.0,0,0.5,0.19793415069580078,1.5563025007672873,0.625,2,0.0,0.0,0,2
38,es,nonsense,noun,n_______,tonterías,Esos rumores son tonterías y no me creo nada.,-0.21216982,8,7,0.875,3,2,1,2,2,2,0,0,0.0,7.0,1.0,1.1428571428571428,0.0,0,0.2,0.23277491331100464,0.8450980400142568,0.6666666666666666,2,0.0,0.0,0,0
39,es,stunning,adjective,s_______,impresionante,La vista desde las montañas es absolutamente impresionante.,-1.422985739,8,7,0.875,7,4,1,2,3,2,0,0,0.0,6.0,2.0,1.3333333333333333,0.0,0,0.4,0.20781630277633667,0.3010299956639812,0.8461538461538461,2,3.0,0.5,0,2
40,es,tea,noun,t__,té,Me gusta tomarme un par de tazas de té por la mañana.,2.448579948,3,2,0.6666666666666666,5,5,0,1,0,0,0,0,0.0,2.0,1.0,1.5,0.0,0,0.2,0.1472851037979126,0.8450980400142568,0.6666666666666666,1,0.0,0.0,0,0
41,es,housekeeping,noun,h___________,gestión del hogar,Mis problemas fueron excaerbados por mi mala gestión del hogar.,-2.33323631,12,11,0.9166666666666666,2,1,1,2,1,2,0,0,0.0,8.0,4.0,1.5,1.0,1,0.2,0.27748459577560425,0.47712125471966244,0.8823529411764706,2,2.0,0.25,0,2
42,es,mayor,noun,m____,alcalde,El alcalde de Linares es primo de mi padre.,-0.036468134,5,4,0.8,1,1,0,1,0,0,1,1,0.7,3.0,2.0,1.6666666666666667,0.0,0,0.2,0.01575291156768799,1.0,0.8571428571428571,2,1.0,0.3333333333333333,0,1
43,es,countryside,noun,c__________,campo,Vivimos en el campo desde hace veinte años.,1.009297748,11,10,0.9090909090909091,1,1,0,1,1,5,1,1,0.7,9.0,2.0,1.2222222222222223,0.0,0,0.2,0.2874535322189331,0.47712125471966244,0.9090909090909091,1,1.0,0.1111111111111111,0,0
44,es,lighter,noun,l______,encendedor,¿Tienes un encendedor? Quiero fumar y no tengo fuego.,1.208429874,7,6,0.8571428571428571,29,3,1,4,1,3,1,1,0.7,4.0,3.0,1.75,0.0,0,0.2,0.5829017162322998,0.0,0.8,2,1.0,0.25,1,1
45,es,drama,noun,d____,teatro,"Estudió teatro en la mejor escuela de ate dramático de la ciudad, ahora es un famoso actor a nivel mundial",0.775809908,5,4,0.8,4,4,0,1,1,2,1,1,0.7,5.0,0.0,1.0,0.0,0,0.2,0.3375701308250427,1.3617278360175928,0.8333333333333334,1,1.0,0.2,0,0
46,es,push,verb,p___,empujar,¿Me ayudas a empujar el coche? La batería se ha agotado.,2.293065389,4,3,0.75,15,10,1,2,1,2,0,0,0.0,3.0,1.0,1.3333333333333333,0.0,0,0.5,0.4895372986793518,1.9138138523837167,0.7142857142857143,1,2.0,0.6666666666666666,1,2
47,es,unglamorous,adjective,u__________,sin glamour,La actriz uso un vestigo sin glamour para la ceremonia y fue duramente criticada.,-1.395004616,11,10,0.9090909090909091,1,1,0,1,1,3,1,1,0.7,9.0,2.0,1.2222222222222223,0.0,0,0.4,0.6866567730903625,0.0,0.5454545454545454,3,4.0,0.4444444444444444,0,1
48,es,subtle,adjective,s_____,delicado,Bebí un vino con un delicado carácter a roble.,-2.385531556,6,5,0.8333333333333334,3,3,0,1,1,3,0,0,0.0,5.0,1.0,1.2,0.0,0,0.4,0.23792243003845215,1.0,1.0,2,2.0,0.4,0,0
49,es,stem,noun,s___,tallo,Esta flor tiene un tallo corto.,-1.197849876,4,3,0.75,10,6,1,2,1,2,0,0,0.0,4.0,0.0,1.0,0.0,0,0.2,0.319195032119751,1.7323937598229686,1.0,1,0.0,0.0,0,1
50,es,claim,verb,c____,afirmar,No voy a afirmar que es la mejor ciudad del mundo pero es muy bonita.,-1.871635119,5,4,0.8,11,5,1,2,1,2,0,0,0.0,4.0,1.0,1.25,0.0,0,0.5,0.2808569669723511,2.0453229787866576,0.8571428571428571,1,0.0,0.0,0,1
51,es,inviting,adjective,i_______,atractiva,Fue una sugerencia muy atractiva para mí.,-3.277554881,8,7,0.875,9,1,1,2,2,2,0,0,0.0,7.0,1.0,1.1428571428571428,0.0,0,0.4,0.35186153650283813,0.47712125471966244,0.7777777777777778,3,4.0,0.5714285714285714,0,2
52,es,aboard,preposition,a_____,abordo del barco,¿Tu padre está abordo del barco ya? Entonces zarpamos.,0.864127274,6,5,0.8333333333333334,4,4,0,1,1,2,1,1,0.7,5.0,1.0,1.2,0.0,0,0.4,0.3060609698295593,0.7781512503836436,0.6875,1,1.0,0.2,0,2
53,es,carefully,adverb,c________,cuidadosamente,Abrió la caja muy cuidadosamente y vio que contenía un jarrón muy delicado.,1.918608165,9,8,0.8888888888888888,2,2,0,1,1,3,1,1,0.7,7.0,2.0,1.2857142857142858,0.0,0,0.2,0.010403096675872803,1.662757831681574,0.8571428571428571,2,1.0,0.14285714285714285,0,3
54,es,separate,verb,s_______,dividir,La profesora suele dividir a los alumnos en dos equipos.,-0.215249745,8,7,0.875,19,13,1,4,0,0,1,1,0.7,6.0,2.0,1.3333333333333333,0.0,0,0.5,0.30039238929748535,1.863322860120456,1.0,2,1.0,0.16666666666666666,0,0
55,es,hangover,noun,h_______,resaca,Tiene una resaca horrible después de beber demasiado vino en la cena de ayer.,-0.182415434,8,7,0.875,3,3,0,1,1,2,1,1,0.7,6.0,2.0,1.3333333333333333,0.0,0,0.2,0.7201337218284607,0.3010299956639812,1.0,2,4.0,0.6666666666666666,0,1
56,es,delegate,noun,d_______,representante,El representante enviado por la compañía fue de gran ayuda.,-2.034213673,8,7,0.875,3,1,1,2,0,0,0,0,0.0,7.0,1.0,1.1428571428571428,0.0,0,0.2,0.27865850925445557,0.9030899869919435,0.6153846153846154,3,1.0,0.14285714285714285,0,0
57,es,lock,noun,l___,cerradura,La llave maestra nos abrirá la cerradura.,1.044429061,4,3,0.75,15,6,1,2,1,2,0,0,0.0,3.0,1.0,1.3333333333333333,1.0,1,0.2,0.3619297742843628,1.5440680443502757,1.0,1,0.0,0.0,0,2
58,es,every,misc,e____,cada,Los niños descubren algo nuevo cada día.,0.983870783,5,4,0.8,2,2,0,1,1,2,1,1,0.7,4.0,1.0,1.25,0.0,0,0.5,0.18816637992858887,0.0,1.0,2,2.0,0.5,0,2
59,es,terrorist,adjective,t________,terrorista,La acción de violencia política ha cesado gracias al acuerdo.,-1.369881971,9,8,0.8888888888888888,1,0,0,1,2,2,1,2,1.4,7.0,2.0,1.2857142857142858,0.0,0,0.4,0.003920614719390869,0.3010299956639812,0.1,2,2.0,0.2857142857142857,0,2
60,es,wonder,verb,w_____,maravillarse,No tuvieron más más remedio que maravillarse de la belleza de las estrellas.,1.523509649,6,5,0.8333333333333334,6,3,1,2,1,2,1,1,0.7,5.0,1.0,1.2,1.0,1,0.5,0.26686227321624756,2.060697840353612,0.9166666666666666,2,2.0,0.4,0,1
61,es,hypersensitive,adjective,h_____________,hipersensible,Es hipersensible a algunos medicamentos por eso debe ser cuidadoso con su salud,-1.153702462,14,13,0.9285714285714286,1,1,0,1,3,3,1,1,0.7,12.0,2.0,1.1666666666666667,0.0,0,0.4,0.15618395805358887,0.0,0.2857142857142857,2,4.0,0.3333333333333333,0,0
62,es,drop,verb,d___,dejar caer,Ten cuidado de no dejar caer la copa al suelo.,0.461097397,4,3,0.75,32,23,1,2,1,2,1,1,0.7,4.0,0.0,1.0,0.0,0,0.5,0.23012274503707886,2.0863598306747484,0.8,1,0.0,0.0,0,1
63,es,note,verb,n___,señalar,Señalar la importancia de trabajar bien en equipo es cosa de buenos jefes.,-0.381883882,4,3,0.75,13,4,1,2,0,0,0,0,0.0,3.0,1.0,1.3333333333333333,0.0,0,0.5,0.2202935814857483,2.1702617153949575,1.0,1,0.0,0.0,0,0
64,es,sky,noun,s__,cielo,El cielo está muy despejado hoy.,2.741506428,3,2,0.6666666666666666,2,1,1,2,1,3,0,0,0.0,3.0,0.0,1.0,1.0,1,0.2,0.38329899311065674,1.6989700043360187,1.0,1,0.0,0.0,0,3
65,es,sigh,noun,s___,suspiro,Soltó un suspiro y se levantó del sillón.,-0.386929922,4,3,0.75,4,2,1,2,1,2,0,0,0.0,2.0,2.0,2.0,0.0,0,0.2,0.12656325101852417,1.5185139398778875,0.7142857142857143,1,0.0,0.0,0,2
66,es,scared,adjective,s_____,asustado,El niño estaba asustado tras escuchar los cuentos de fantasmas.,1.001782057,6,5,0.8333333333333334,4,1,1,2,1,2,1,1,0.7,5.0,1.0,1.2,0.0,0,0.4,0.31244421005249023,0.0,0.75,2,0.0,0.0,0,1
67,es,globally,adverb,g_______,a nivel mundial,Es una cantante muy conocida a nivel mundial.,0.393861492,8,7,0.875,1,1,0,1,2,3,0,0,0.0,7.0,1.0,1.1428571428571428,0.0,0,0.2,0.07650041580200195,0.0,0.9333333333333333,2,1.0,0.14285714285714285,0,3
68,es,select,adjective,s_____,exclusivo,Un grupo exclusivo de estudiantes recibirá una beca.,-0.670592659,6,5,0.8333333333333334,3,2,1,2,1,2,0,0,0.0,6.0,0.0,1.0,0.0,0,0.4,0.4644032120704651,1.7853298350107671,0.8888888888888888,1,1.0,0.16666666666666666,0,2
69,es,roman,adjective,r____,romano,El emperador romano entregó a Barrabás a cambio de Jesús,2.857756826,5,4,0.8,7,4,1,2,0,0,1,1,0.7,5.0,0.0,1.0,0.0,0,0.4,0.09292960166931152,0.9030899869919435,0.16666666666666666,1,1.0,0.2,0,1
70,es,racial,adjective,r_____,étnica,Han jurado acabar con la discriminación étnica de una vez por todas.,-1.003753842,6,5,0.8333333333333334,2,2,0,1,0,0,1,1,0.7,5.0,1.0,1.2,0.0,0,0.4,0.17344337701797485,0.9030899869919435,0.8333333333333334,2,2.0,0.4,0,1
71,es,vibrator,noun,v_______,vibrador,Decidieron comprar un vibrador para intentar mejorar su placer sexual.,1.736286015,8,7,0.875,2,2,0,1,1,2,1,2,1.4,7.0,1.0,1.1428571428571428,0.0,0,0.2,0.1843205690383911,0.0,0.125,2,2.0,0.2857142857142857,0,1
72,es,clever,adjective,c_____,listo,Tu perro es muy listo.  Parece entender todo lo que le dices.,1.198323849,6,5,0.8333333333333334,3,3,0,1,1,2,1,1,0.7,5.0,1.0,1.2,0.0,0,0.4,0.299777090549469,0.6020599913279624,0.8333333333333334,2,2.0,0.4,0,1
73,es,outlook,noun,o______,perspectiva,Mi hermano tiene una perspectiva muy positiva de la vida,-2.96343379,7,6,0.8571428571428571,3,3,0,1,1,2,0,0,0.0,5.0,2.0,1.4,1.0,1,0.2,0.39203816652297974,1.2304489213782739,1.0,1,1.0,0.2,0,1
74,es,study,verb,s____,educarse,Mi padre siempre quiso educarse en una universidad de España.,0.470926673,5,4,0.8,16,6,1,2,2,2,0,0,0.0,5.0,0.0,1.0,0.0,0,0.5,0.2888018488883972,2.4099331233312946,0.875,1,1.0,0.2,0,2
75,es,continuing,adjective,c_________,persistente,Siguieron con las negociaciones a pesar del conflicto persistente.,-3.737334371,10,9,0.9,12,2,1,2,2,2,0,0,0.0,10.0,0.0,1.0,0.0,0,0.4,0.22480636835098267,0.9030899869919435,0.8181818181818182,2,4.0,0.4,0,2
76,es,contract,verb,c_______,encoger,El acero suele encoger cuando se enfría.,-1.94467681,8,7,0.875,12,9,1,2,2,3,1,1,0.7,8.0,0.0,1.0,0.0,0,0.5,0.6154916286468506,1.5797835966168101,0.875,1,1.0,0.125,0,2
77,es,suggestive,adjective,s_________,insinuante,Siempre se viste de una forma un poco insinuante.,-2.308538313,10,9,0.9,3,3,0,1,2,2,0,0,0.0,9.0,1.0,1.1111111111111112,0.0,0,0.4,0.3199348449707031,0.3010299956639812,0.9,2,4.0,0.4444444444444444,0,0
78,es,kitchen,noun,k______,cocina,El piso tiene una cocina muy moderna.,3.401814678,7,6,0.8571428571428571,1,1,0,1,1,3,0,0,0.0,5.0,2.0,1.4,1.0,1,0.2,0.1023639440536499,1.6434526764861874,0.8571428571428571,2,2.0,0.4,1,1
79,es,historical,adjective,h_________,histórico,Los registros históricos que se encuentran en este museo datan de la época de la conquista,1.055442546,10,9,0.9,4,4,1,2,1,2,1,1,0.7,10.0,0.0,1.0,0.0,0,0.4,0.007760226726531982,1.3424226808222062,0.3,2,3.0,0.3,0,1
80,es,reverse,verb,r______,invertir,El gobierno ha intentado invertir el declive económico.,-1.46747467,7,6,0.8571428571428571,14,5,1,4,1,2,1,2,1.4,5.0,2.0,1.4,0.0,0,0.5,0.6664872765541077,1.3222192947339193,0.625,2,3.0,0.6,0,0
81,es,manufacture,verb,m__________,fabricar,Vamos a fabricar piezas de bicicletas para una empresa grande.,0.818966439,11,10,0.9090909090909091,6,4,1,2,1,2,1,1,0.7,10.0,1.0,1.1,0.0,0,0.5,0.13576173782348633,0.8450980400142568,0.7272727272727273,1,4.0,0.4,0,0
82,es,unfashionable,adjective,u____________,anticuada,Es una opinion anticuada pero que la tiene mucha gente.,-2.692319702,13,12,0.9230769230769231,1,1,0,1,3,2,0,0,0.0,11.0,2.0,1.1818181818181819,0.0,0,0.4,0.5415785908699036,0.0,0.7692307692307693,3,6.0,0.5454545454545454,1,0
83,es,curtain,noun,c______,cortina,He puesto una cortina muy bonita en la ventana de la entrada.  ¿Te gusta?,0.588386368,7,6,0.8571428571428571,3,2,1,2,1,2,1,1,0.7,5.0,2.0,1.4,0.0,0,0.2,0.029857873916625977,0.9542425094393249,0.42857142857142855,1,2.0,0.4,0,1
84,es,converter,noun,c________,transformador,Espero que haya un transformador en la habitación porque aquí no nos valen los teléfonos.,-2.156203703,9,8,0.8888888888888888,1,1,0,1,2,2,1,2,1.4,7.0,2.0,1.2857142857142858,0.0,0,0.2,0.2694683074951172,0.0,0.7692307692307693,2,4.0,0.5714285714285714,0,1
85,es,sticky,adjective,s_____,pegajoso,Tengo el pelo pegajoso de sudor.,-0.556496099,6,5,0.8333333333333334,5,5,0,1,2,3,0,0,0.0,5.0,1.0,1.2,1.0,1,0.4,0.2484610676765442,0.8450980400142568,1.0,1,1.0,0.2,0,3
86,es,concentrated,adjective,c___________,concentrado,El jugo concentrado de naranja es buena fuente de vitamina C.,1.366207304,12,11,0.9166666666666666,13,5,1,3,2,3,1,1,0.7,12.0,0.0,1.0,0.0,0,0.4,0.13232320547103882,1.1139433523068367,0.25,2,2.0,0.16666666666666666,0,1
87,es,cone,noun,c___,cono,¿Quieres un cono de helado de chocolate?,1.684056851,4,3,0.75,5,4,1,2,0,0,0,0,0.0,3.0,1.0,1.3333333333333333,0.0,0,0.2,0.3628556728363037,0.6989700043360189,0.25,1,0.0,0.0,0,0
88,es,straight,adverb,s_______,directamente,Volví directamente a casa tras el trabajo.,0.073823529,8,7,0.875,21,3,1,4,2,3,1,1,0.7,5.0,3.0,1.6,0.0,0,0.2,0.28933364152908325,1.6720978579357175,0.75,1,0.0,0.0,1,3
89,es,broadcasting,noun,b___________,difusión,La difusión por radio siempre me ha encantado.,-0.17709205,12,11,0.9166666666666666,5,2,1,2,4,2,1,1,0.7,10.0,2.0,1.2,0.0,0,0.2,0.48453521728515625,0.47712125471966244,0.8333333333333334,2,3.0,0.3,0,2
90,es,travel,verb,t_____,viajar,Me gusta mucho viajar a otros países.,3.694585547,6,5,0.8333333333333334,9,6,1,2,1,2,1,1,0.7,6.0,0.0,1.0,0.0,0,0.5,0.02781093120574951,1.7634279935629373,0.8333333333333334,1,3.0,0.5,0,1
91,es,exhibition,noun,e_________,exposición,Ayer vimos una exposición muy bonita en el Museo del Prado.,-1.487966135,10,9,0.9,2,2,0,1,1,2,0,0,0.0,9.0,1.0,1.1111111111111112,0.0,0,0.2,0.07437682151794434,1.1139433523068367,0.5,2,4.0,0.4444444444444444,0,1
92,es,injection,noun,i________,vacunación,Hay que ponerle una vacunación para que no contraiga la gripe.,-1.632178506,9,8,0.8888888888888888,3,3,0,1,2,2,0,0,0.0,8.0,1.0,1.125,0.0,0,0.2,0.5694981813430786,0.6989700043360189,0.8,3,4.0,0.5,0,1
93,es,daddy,noun,d____,papi,¡Hola papi!  ¿Qué tal?,2.980439241,5,4,0.8,1,1,0,1,1,3,0,0,0.0,4.0,1.0,1.25,0.0,0,0.2,0.2590506672859192,0.47712125471966244,0.8,1,1.0,0.25,0,3
94,es,adult,noun,a____,adulto,Esta película debe ser vista en compañía de un adulto responsable,3.341015245,5,4,0.8,4,2,1,2,1,2,0,0,0.0,5.0,0.0,1.0,0.0,0,0.2,0.013562142848968506,1.0791812460476249,0.16666666666666666,1,2.0,0.4,0,2
